run,model,t_g,stage,step,pca_dim,depth,layer,draw,diameter,n_points,betti_1,life_1,betti_2,life_2
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,8,0,operands,2,4.7155694459795585,300.0,0.0,0.0917034196116779,0.0,0.06052067022651551
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,8,1,hook_hidden,0,29.401699610596722,300.0,0.0,0.07410412528192933,1.0,0.05046118099032988
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,8,1,hook_hidden,1,28.38719425322701,300.0,0.0,0.08047629811506818,0.0,0.06073846225490777
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,8,1,hook_hidden,2,29.401699610596722,300.0,0.0,0.09766043294595768,0.0,0.06029039993431549
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,8,2,logits,0,201.28941071698745,300.0,0.0,0.06486385886848307,1.0,0.05002966705420016
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,8,2,logits,1,197.48838929435385,300.0,0.0,0.0703945161487651,0.0,0.05150325648185546
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,8,2,logits,2,200.46895068286886,300.0,0.0,0.07099670771740678,1.0,0.05060114801247878
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,4,0,operands,0,3.770182811957108,300.0,0.0,0.118676673981145,0.0,0.08698049249708815
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,4,0,operands,1,3.81469364815323,300.0,0.0,0.11415179574997893,0.0,0.08344439163019306
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,4,0,operands,2,3.7612510786321987,300.0,0.0,0.1103021172904106,0.0,0.08481030553288044
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,4,1,hook_hidden,0,28.974941160867953,300.0,0.0,0.06506973393737318,0.0,0.047564385065870865
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,4,1,hook_hidden,1,28.974941160867953,300.0,0.0,0.06872768715809423,0.0,0.04098872558797058
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,4,1,hook_hidden,2,27.97236080224224,300.0,0.0,0.07098904303846801,0.0,0.045866482366576124
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,4,2,logits,0,203.88337788219104,300.0,0.0,0.06035406695659767,1.0,0.05139976169812562
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,4,2,logits,1,201.67546868218096,300.0,0.0,0.0847303152853054,0.0,0.044340912772721806
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,4,2,logits,2,201.32290358506822,300.0,0.0,0.058463011548665365,0.0,0.0391209449594326
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,2,0,operands,0,2.9017478565689574,300.0,2.0,0.3432870813943088,1.0,0.3003873576563185
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,2,0,operands,1,2.9481232655581873,300.0,2.0,0.34145855890763793,1.0,0.30203740605400553
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13200,before,11692,2,0,operands,2,2.924902545368427,300.0,2.0,0.3439995355122632,1.0,0.304327185953694
