run,t_g,spectral_decay__baseline,spectral_decay__plateau,spectral_decay__ratio,participation_ratio__baseline,participation_ratio__plateau,participation_ratio__ratio,effective_rank__baseline,effective_rank__plateau,effective_rank__ratio,rms_radius__baseline,rms_radius__plateau,rms_radius__ratio,h1_max_persistence__connectivity__baseline,h1_max_persistence__connectivity__plateau,h1_max_persistence__connectivity__ratio,h1_max_persistence__mean_pairwise__baseline,h1_max_persistence__mean_pairwise__plateau,h1_max_persistence__mean_pairwise__ratio,h1_max_persistence__diameter__baseline,h1_max_persistence__diameter__plateau,h1_max_persistence__diameter__ratio,h1_max_persistence__rms_radius__baseline,h1_max_persistence__rms_radius__plateau,h1_max_persistence__rms_radius__ratio,h1_total_persistence__connectivity__baseline,h1_total_persistence__connectivity__plateau,h1_total_persistence__connectivity__ratio,h1_total_persistence__mean_pairwise__baseline,h1_total_persistence__mean_pairwise__plateau,h1_total_persistence__mean_pairwise__ratio,h1_total_persistence__diameter__baseline,h1_total_persistence__diameter__plateau,h1_total_persistence__diameter__ratio,h1_total_persistence__rms_radius__baseline,h1_total_persistence__rms_radius__plateau,h1_total_persistence__rms_radius__ratio
mlp_add97_f0.4_wd0.0_softmax_ce_s2,1100.0,1.334507023610452,1.4266367696235005,1.0690365388739547,57.39052661085202,52.01255332095889,0.9062916197587877,70.47949223440676,67.17295089718003,0.9530850573351245,11.502901535099062,11.502352998160918,0.9999523131675543,0.059388455541351935,0.06237197945028524,1.0502374389388842,0.05528959179672508,0.057461642596990006,1.0392849852871147,0.04793972893947294,0.04936364377982292,1.0297021879733148,0.07852090766769881,0.08158669545688287,1.039044222491142,4.012026329515496,3.8117097323102973,0.9500709664511624,3.7351248826831407,3.5135672687070088,0.940682675697586,3.23860004409576,3.0176908715352675,0.9317886835198349,5.304531766462764,4.9887646578857145,0.9404721995307017
mlp_add97_f0.4_wd0.0_stablemax_ce_s0,,1.159237677975951,1.1592430029476504,1.0000045935115813,61.72499311346335,61.755418978192324,1.0004929261745408,72.0898544130532,72.11945015019629,1.0004105395604423,42.08185005961131,43.6208983012342,1.0365727324117817,0.05148588285354707,0.05201697590128117,1.0103153139909207,0.04814126077682036,0.0485875475648758,1.0092703593726884,0.042273840949809516,0.04269383780043317,1.0099351476276381,0.06837625818503891,0.0690105801243731,1.0092769326104039,3.3552575949378314,3.38003789150679,1.0073855123989124,3.1372936016417374,3.1571952997871944,1.0063435880323863,2.754922671084592,2.774224894833895,1.0070064484756314,4.455977966647147,4.48427406041306,1.0063501422084464
mlp_add97_f0.4_wd0.0_stablemax_ce_s1,,1.1697889287008612,1.1739791401415622,1.0035820235068857,63.077507504834344,63.12059122200941,1.000683028212105,73.22375068943421,73.26556424056815,1.00057103809543,42.096189613158344,43.64013687244273,1.0366766511048255,0.053694913065715104,0.05420744357812274,1.0095452340481559,0.05072301724246324,0.051106429094250894,1.0075589322684588,0.04371758934508434,0.04407692393546466,1.0082194511582951,0.07204697340574077,0.0725922200240635,1.007567932316214,3.1722544367968677,3.2281136928437855,1.017608693489076,2.9978724512259807,3.043444823472243,1.0152015714436502,2.58359866193399,2.624829955123203,1.0159588614890938,4.258172255919413,4.322947624635494,1.0152120122961288
mlp_add97_f0.4_wd0.0_stablemax_ce_s2,,1.1580664402400647,1.1574069919377463,0.9994305609079029,62.2783394746622,62.32240304065498,1.0007075263464709,72.43775041740773,72.47036946753798,1.0004503045710598,41.978670189697304,43.52245614834812,1.0367754850659776,0.04956668066085563,0.05090653316907341,1.0270313139866134,0.04722345454534066,0.048464931206281016,1.0262894079413096,0.04101044276309295,0.04217929994478319,1.0285014523847607,0.06707612901716366,0.06884000549953301,1.0262966350058453,3.4873234370291635,3.490971937258793,1.001046217907662,3.3223491490204022,3.323536376370069,1.0003573457503758,2.885240203765548,2.8924922455712303,1.0025134967259286,4.7190601006495845,4.720779679917554,1.000364390202984
transformer_add113_f0.3_wd0.1_dense_s0,13000.0,1.3366966319130096,1.2903186294197249,0.9653040178406742,59.04881697013532,14.29525770737983,0.24209219491407993,73.72121681803759,18.344298598180774,0.24883336697302616,0.7821440845193013,0.47358284560567376,0.6054930990071139,0.03931697030681647,0.12883861935271435,3.27692134839742,0.03906914354646039,0.1114118105874298,2.8516573560139777,0.029855565199155283,0.07803401875054103,2.6137176847936168,0.05532687848057616,0.15659940864216626,2.830439976785321,0.25387385819190367,8.574107509483252,33.773101218645635,0.2496146167236257,7.361159932339561,29.490099694321454,0.1925627099909848,5.200713040066512,27.00789285895485,0.3533393349341552,10.354272733534842,29.304047723597943
transformer_add113_f0.3_wd0.1_dense_s1,12000.0,1.2144627036944202,2.7829011318181403,2.2914669370681358,58.74506887644927,10.656148323891951,0.18139647340108866,72.3657026755138,14.596695589420062,0.20170737033911382,0.8771775921181333,0.4998350722564612,0.5698219798906425,0.03927659170608962,0.18258884763114308,4.648795623547796,0.038886871898605804,0.14601039580970865,3.754747776844028,0.03034845419502271,0.09762792505186678,3.2168994316645696,0.05506222105556674,0.20444597786271218,3.7129991116121692,0.5993746891471002,16.104820049923724,26.86936959723909,0.5917841790894487,12.683687601151487,21.43296162575231,0.46284107737240054,8.747346856048708,18.899244867608452,0.8381874928527009,17.76417938099552,21.193562934871082
transformer_add113_f0.3_wd0.1_dense_s2,13500.0,1.315348461371161,1.2772572439654277,0.9710409685916797,56.94748404900193,13.837697425254012,0.2429904965309268,71.76922266497148,17.94009150523001,0.24996914887843785,0.7009031633889592,0.5220630333991951,0.7448433116993673,0.05262155781425416,0.14819293437734002,2.816201962329542,0.052049275059914496,0.12084990029225715,2.321836378184816,0.03929549931426688,0.08722532227247676,2.2197280552383303,0.07369412197534127,0.1702041689335919,2.3096030507093057,1.1298676386430093,12.624323036042744,11.173276058428202,1.1088768748422653,10.231164003349766,9.22660056807941,0.8480280444429513,7.406894852465536,8.734256963554715,1.5708479458855393,14.407769555718524,9.171969568064325
transformer_add113_f0.3_wd0.1_dense_s3,11500.0,1.2378952710639253,1.2787391609662433,1.0329946247126498,61.007825700519874,17.333902781205985,0.2841258901160655,74.74683964065588,21.94966845914465,0.2936534650115951,0.8610736291482258,0.4698009036266228,0.5455989914490239,0.048196929862328056,0.08443147231083717,1.7518018793315495,0.047966245226338605,0.07814224357526502,1.6291090371267283,0.035650233575040935,0.05678473002093068,1.5928291157308492,0.0678834238974741,0.11009939766883602,1.6218892823544329,0.5595060312876234,3.695327161672414,6.604624356181014,0.5530178988577487,3.3364844533088505,6.033230497964562,0.4161670350659874,2.4330378337999323,5.846301193495901,0.7830218684689261,4.704316946781521,6.007899825301252
transformer_add113_f0.3_wd0.1_dense_s4,10000.0,1.1820602482222664,1.323141559643037,1.1193520479459036,61.75443796767145,15.016617024492064,0.24316660500340537,74.8411329097847,19.600392817637307,0.26189332063244003,1.012452241202145,0.4616852112847976,0.45600690333463156,0.05314906924171696,0.10935084946209422,2.0574367721243974,0.053496968731157946,0.09482331526538763,1.772498844596408,0.0430153058193522,0.06603413145234227,1.5351310468338948,0.07579352785244628,0.13342282969077573,1.7603459486741577,1.0076048059592133,5.913089825796342,5.868461316207434,1.0171904781382086,5.247311379026375,5.158632027927228,0.8167225710840438,3.6750338510063303,4.499733423711337,1.4410746259111469,7.389336507444452,5.127657079363536
transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000.0,1.326789833923137,1.3158238577715908,0.9917349561541927,61.05190848213831,14.246380458170867,0.233348650555926,75.1711708248167,18.180840525335526,0.2418592171153649,0.8522346330657034,0.46290510890338366,0.5431662724597298,0.042851020775459825,0.12423741143759795,2.899287092566695,0.04121120993300271,0.10783005033403907,2.6165223129662776,0.03239502915561403,0.0750950173765501,2.3181030958737754,0.05835877126266752,0.15147573219200205,2.59559495367412,0.26281910131357733,7.81990730715666,29.75395345343067,0.26444875621783825,6.832869444909792,25.838160642666256,0.19891369693929714,4.7621781884794006,23.940926450794805,0.3741257878092255,9.609478386245334,25.685153762096203
transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000.0,1.2114057103479403,3.177375521645849,2.622883064281777,60.789745859061,10.183118592372768,0.16751375496752346,74.18646151591128,13.930182279695991,0.1877725665175214,1.0436407718775478,0.5096487770400904,0.48833735780867743,0.034698055751891915,0.20015917139402872,5.7685990484672915,0.034072147338431,0.15315754290091813,4.495095110373836,0.026495679532731152,0.10115913532651263,3.8179483263128535,0.048262011379360356,0.21441408142730178,4.442709188846566,0.4892301742719876,18.40416745464414,37.6186270236315,0.48747006471253956,13.939022041345666,28.594621599103707,0.37733047460949587,9.139602649279722,24.221745298304924,0.6902618281402827,19.5307610635324,28.294714074154395
transformer_add113_f0.3_wd0.1_softmax_ce_s2,14000.0,1.30700914251259,1.2898931214263079,0.9869044366029618,58.29204313170223,13.53049136893394,0.2321155794516209,72.47582330755256,17.98076979669341,0.24809334997674554,0.8249132783883509,0.488344870142702,0.5919954047736883,0.04922539667096098,0.1527202299097305,3.10246824277646,0.048120584212268246,0.1300504889376059,2.702595803158387,0.036516844316055265,0.0913076091724154,2.500424417349514,0.06814256898133354,0.18281751458198234,2.682867953394331,0.840607494081478,12.448550190953501,14.808992637587519,0.848945295152345,10.604808021550546,12.491744853415428,0.6391091063092967,7.410004909438854,11.594272145846695,1.201732763687968,14.90666441999987,12.404308903298247
transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500.0,1.2095181042458185,1.2426764467118252,1.0274145069425664,62.78779239715574,17.093125595282448,0.27223644824398635,75.88879694180649,21.63812095620485,0.28512931853166057,1.1183904567125331,0.44228763832305806,0.39546800106212104,0.03776223087334791,0.082995660265309,2.197848441308224,0.03699512079612337,0.0758064569233284,2.0490933748017923,0.028066174960514147,0.05498700318706768,1.959191206654559,0.05240321808759814,0.10682990560099237,2.0386134573341206,0.5856642360737374,3.973235271361192,6.7841521244280765,0.5742596328424462,3.5757893898885236,6.226781729701654,0.4412414204597901,2.590694741090336,5.871377030721039,0.8131204558581522,5.03865426307615,6.196688604714105
transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500.0,1.1594704693991305,1.4143202553129681,1.2197984275062286,62.6536831574094,14.799679057970359,0.23621403103769734,75.40693616238369,19.714368327677967,0.26143972068066024,1.3281689600449091,0.46339698192096007,0.34889912041408594,0.05279241866651571,0.1255244066426398,2.3776975901703725,0.05080867337830915,0.10380826346847642,2.0431209194450934,0.040789365771239885,0.07500720164383752,1.8388910988344966,0.07200047203348932,0.14616967984345858,2.0301211327541187,1.196175310636948,7.749300083359237,6.478398286980889,1.1660323404313442,6.26587269192342,5.373669729954075,0.9367966943147656,4.622776193808692,4.9346632218745095,1.6524290402672217,8.826406173195487,5.3414736476479066
transformer_add113_f0.3_wd1.0_dense_s0,21500.0,1.7254480631589724,1.3020447127441537,0.7546125209705551,47.52246239324337,44.75895467832888,0.9418483896720932,63.793946260007424,50.75191027580536,0.7955599747498588,0.08850872497088617,0.07278704230344332,0.8223713800801639,0.06189717115801984,0.06408483107991508,1.0353434556211023,0.05943395363821455,0.06188196467267405,1.0411887630656544,0.046477832595233116,0.04624072387380535,0.9948984557112914,0.08424025073328781,0.08759558385645494,1.0398305215613663,2.324199507347724,4.332586096756536,1.8641197036052624,2.2127643776540675,4.090863027925513,1.848756726761198,1.7857971609877077,3.1522302624846743,1.7651670253194967,3.136219041675285,5.796978976830711,1.8483973535643474
