run,t_g,n_collapses,n_snapshots,n_contaminated,h1_max_persistence__ratio__all,h1_total_persistence__ratio__all,h1_max_persistence_normalised__ratio__all,h1_total_persistence_normalised__ratio__all,h0_total_persistence__ratio__all,lid__ratio__all,h1_max_persistence__ratio__clean,h1_total_persistence__ratio__clean,h1_max_persistence_normalised__ratio__clean,h1_total_persistence_normalised__ratio__clean,h0_total_persistence__ratio__clean,lid__ratio__clean
transformer_add113_f0.3_wd1.0_dense_s2,25000.0,0,188,0,1.0901448426433822,3.019218277623506,1.4660212141565228,3.8589109141736717,0.8795512693213979,1.0712969623771984,,,,,,
transformer_add113_f0.3_wd1.0_dense_s3,21100.0,1,188,1,0.9945631338081368,1.715341124384971,1.1947557343718278,1.822005142737672,0.9346282449187369,0.8555592634469763,0.9945631338081368,1.715341124384971,1.1947557343718278,1.822005142737672,0.9346282449187369,0.8555592634469763
transformer_add113_f0.3_wd1.0_dense_s4,19100.0,2,188,2,0.8052303602543476,1.203040313064013,0.9403511800154433,1.519372701463219,0.813440366667779,1.0801808707748906,0.8052303602543476,1.203040313064013,0.9403511800154433,1.519372701463219,0.813440366667779,1.0801808707748906
transformer_add113_f0.3_wd1.0_softmax_ce_s0,21500.0,0,127,0,1.4016210001346991,2.6177436773429803,1.5713693415826302,2.6580073506262507,0.8604866729747503,0.8648346877569743,,,,,,
transformer_add113_f0.3_wd1.0_softmax_ce_s1,27500.0,4,127,5,0.6797293826516251,1.349477521508455,0.9646976278673893,1.8434290773423296,0.7065859680008946,1.195136829575411,0.6797293826516251,1.349477521508455,0.9646976278673893,1.8434290773423296,0.7065859680008946,1.195136829575411
transformer_add113_f0.3_wd1.0_softmax_ce_s2,21800.0,0,127,0,1.0009143891880243,3.0232614155526885,1.569099222461524,4.142316297128949,0.8207086861805726,0.9704610477436498,,,,,,
transformer_add113_f0.3_wd1.0_softmax_ce_s3,16800.0,0,127,0,0.8427281600780848,1.1991239058694438,1.0967487726720946,1.5963353250021957,0.7632109783036839,1.279034190442059,,,,,,
transformer_add113_f0.3_wd1.0_softmax_ce_s4,19100.0,2,127,3,0.8646777043721712,2.071164713954625,1.2007771288142552,2.8007891318516043,0.7032247823553255,1.1736665590228426,0.8646777043721712,2.071164713954625,1.2007771288142552,2.8007891318516043,0.7032247823553255,1.1736665590228426
transformer_add149_f0.3_wd1.0_softmax_ce_s0,10500.0,2,127,3,0.8828872426574955,2.155327921674493,1.204195558272703,2.338610322414246,0.8273363316975849,1.0453785655329542,0.8828872426574955,2.155327921674493,1.204195558272703,2.338610322414246,0.8273363316975849,1.0453785655329542
transformer_add149_f0.3_wd1.0_softmax_ce_s1,9600.0,3,127,6,1.0256977830345728,2.477685795979958,1.386530542843953,3.523031385526946,0.6515576816329509,0.872681479155018,1.0256977830345728,2.477685795979958,1.386530542843953,3.523031385526946,0.6515576816329509,0.872681479155018
