run,condition,n_draws,step,ph_dim,slope,r2,n_sizes
transformer_add97_f0.3_wd1.0_dense_s1,transformer_add97_f0.3_wd1.0_dense,4,50000,1.1361005239836568,0.11979619858498956,0.9443038417591345,8.0
transformer_add97_f0.3_wd1.0_dense_s1,transformer_add97_f0.3_wd1.0_dense,4,49000,1.1537233270309621,0.1332410669259501,0.9732171279246149,8.0
transformer_add97_f0.3_wd1.0_dense_s1,transformer_add97_f0.3_wd1.0_dense,4,48000,1.101493824798086,0.09214198256326214,0.8952228074007174,8.0
transformer_add97_f0.3_wd1.0_dense_s1,transformer_add97_f0.3_wd1.0_dense,4,47000,1.0978355425103075,0.08911675630996324,0.9500049329514578,8.0
transformer_add97_f0.3_wd1.0_dense_s1,transformer_add97_f0.3_wd1.0_dense,4,46000,1.1110451095862752,0.09994653558902354,0.9102942241228166,8.0
transformer_add97_f0.3_wd1.0_dense_s1,transformer_add97_f0.3_wd1.0_dense,8,50000,1.121219731081215,0.10811416149831786,0.9699266999686004,8.0
transformer_add97_f0.3_wd1.0_dense_s1,transformer_add97_f0.3_wd1.0_dense,8,49000,1.1454481890125747,0.12697928235231423,0.9598608627069891,8.0
transformer_add97_f0.3_wd1.0_dense_s1,transformer_add97_f0.3_wd1.0_dense,8,48000,1.0902709808032764,0.08279682977232664,0.9533977946231869,8.0
transformer_add97_f0.3_wd1.0_dense_s1,transformer_add97_f0.3_wd1.0_dense,8,47000,1.0969526429642165,0.08838361763934344,0.9545987596934725,8.0
transformer_add97_f0.3_wd1.0_dense_s1,transformer_add97_f0.3_wd1.0_dense,8,46000,1.116746837085205,0.10454190082142811,0.9496915132323698,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,1,50000,1.1135878968714201,0.10200173438535093,0.9499289136084592,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,1,49000,1.079990306248929,0.07406576317037054,0.9683820918081836,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,1,48000,1.0925596174851837,0.08471813894992225,0.865329036842253,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,1,47000,1.0972213570839957,0.08860687632108594,0.9002700757222799,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,1,46000,1.0704466703651099,0.06581053714808771,0.8849979185235199,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,4,50000,1.1325559532301717,0.11704141667535971,0.918992024030863,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,4,49000,1.0865632393144347,0.07966700527164114,0.951902656658381,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,4,48000,1.1107584423360843,0.09971424759387237,0.9575315484344757,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,4,47000,1.092033186813903,0.08427691385681926,0.947860886818909,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,4,46000,1.0977285788756659,0.08902799904851082,0.9640495192998061,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,8,50000,1.126706892464715,0.11245772375416879,0.94676079106129,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,8,49000,1.0858880224002008,0.07909473226379049,0.9333538532977523,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,8,48000,1.1139413007769725,0.10228662919446346,0.965782471116994,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,8,47000,1.0958548575498412,0.08747039527128411,0.9767315619664381,8.0
transformer_add97_f0.3_wd1.0_dense_s2,transformer_add97_f0.3_wd1.0_dense,8,46000,1.0863017711058678,0.07944548504050722,0.9669416857481824,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,1,50000,1.0986812871386533,0.08981793746178537,0.8799320951460579,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,1,49000,1.087083100766392,0.08010712401379298,0.8923392651619753,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,1,48000,1.1029174923784932,0.09331386353891882,0.7845861972834174,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,1,47000,1.0771768815351044,0.07164736159684217,0.8045680986470913,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,1,46000,1.1104690371056023,0.09947961934493542,0.8515196436390629,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,4,50000,1.0983424445751901,0.08953714304760972,0.9323627187104159,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,4,49000,1.0946032058837236,0.08642694026037151,0.9307757165453929,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,4,48000,1.1146090055619446,0.10282440298799043,0.9546791228553595,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,4,47000,1.0875102794094205,0.08046846183094786,0.9861867077578923,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,4,46000,1.1221769047906327,0.10887490579163851,0.9459146956236233,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,8,50000,1.098175673714736,0.08939887858073078,0.9614329626464908,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,8,49000,1.0972237036613255,0.08860882547187036,0.9455492466348552,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,8,48000,1.1131077217962666,0.10161435374263698,0.9652776724331698,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,8,47000,1.0940763848172443,0.08598703538689295,0.9872740920655803,8.0
transformer_add97_f0.3_wd1.0_dense_s3,transformer_add97_f0.3_wd1.0_dense,8,46000,1.1188491079303995,0.10622442927111199,0.972400990659992,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,1,50000,1.1004961703104614,0.09131896413788551,0.8330401982838311,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,1,49000,1.1196516144228899,0.10686503987632143,0.849295976380527,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,1,48000,1.1134255186337276,0.10187077333462843,0.916503619797871,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,1,47000,1.0929147538311257,0.08501555451184137,0.9117080797111909,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,1,46000,1.0820392268347765,0.07581908751567241,0.8693638862055985,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,4,50000,1.1006119048544514,0.09141451624381315,0.946667522820534,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,4,49000,1.1303302112932838,0.11530277611899331,0.9038061402928018,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,4,48000,1.132467981344556,0.11697282707037722,0.9245019804893952,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,4,47000,1.0941669864780543,0.08606271953165265,0.9320578750753263,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,4,46000,1.0989067211702441,0.09000465577725897,0.9526671398698794,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,8,50000,1.1005860805100394,0.09139319703500638,0.9604110527883429,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,8,49000,1.1189611224552025,0.10631390141078396,0.9681356691126615,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,8,48000,1.1180124999793304,0.10555561765321247,0.9416188547121235,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,8,47000,1.0911347149534434,0.08352288100129962,0.9916045012914027,8.0
transformer_add97_f0.3_wd1.0_dense_s4,transformer_add97_f0.3_wd1.0_dense,8,46000,1.099432541499183,0.09043987488636379,0.9709363287453503,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,1,40000,1.0931026767818406,0.08517285590768146,0.8842171176299434,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,1,39000,1.136697621839276,0.1202585623589916,0.9054419300376553,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,1,38000,1.1625033220126106,0.13978740441900253,0.8109492377984682,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,1,37000,1.143462903508037,0.12546353980343938,0.9077520837915677,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,1,36000,1.1555577286545515,0.13461701202558848,0.9760788937472641,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,4,40000,1.116568907016026,0.10439920571274963,0.9367025802429774,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,4,39000,1.1341333015310575,0.11826943212934504,0.9485135332295719,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,4,38000,1.1652344047064693,0.14180357534850946,0.9194732961551654,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,4,37000,1.1679286450763717,0.14378330883852145,0.9671244269139854,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,4,36000,1.1830913250417339,0.1547567133376414,0.9125636737061013,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,8,40000,1.1244788268457802,0.11069912912006498,0.9470728312363367,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,8,39000,1.145117705429309,0.1267273265807236,0.9756320207110115,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,8,38000,1.149361928848173,0.12995204130160742,0.9720944972499299,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,8,37000,1.1487271976794229,0.129471294820799,0.9619225484802161,8.0
transformer_add97_permuted_dense_s0,transformer_add97_permuted_dense,8,36000,1.1602976465388821,0.1381521776046371,0.9402653921992686,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,1,40000,1.1119547971698476,0.10068286719459776,0.8873241900814981,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,1,39000,1.1226397011901237,0.10924226273141051,0.9161759830714151,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,1,38000,1.1446829270663161,0.1263956364205771,0.9820819495736931,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,1,37000,1.1629813729615939,0.14014100032105675,0.8906428473935298,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,1,36000,1.1461793823337767,0.12753621691932354,0.8754793515268576,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,4,40000,1.1191420855679315,0.10645840872606498,0.9262238456230137,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,4,39000,1.121508859982204,0.10834409278240766,0.9420606851640755,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,4,38000,1.1369319468485097,0.1204398796498549,0.9208127150668312,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,4,37000,1.1616216868095104,0.1391345294640784,0.928632196604042,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,4,36000,1.1470960357330144,0.12823340954100448,0.9685257467969564,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,8,40000,1.136529021003495,0.12012805522814293,0.9575793191301304,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,8,39000,1.1241502433638844,0.11043919093268142,0.9548006326606961,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,8,38000,1.1355975472598938,0.11940634037743375,0.9925182004107459,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,8,37000,1.1552745915464515,0.1344049221567323,0.9714219006869027,8.0
transformer_add97_permuted_dense_s1,transformer_add97_permuted_dense,8,36000,1.1434715708481644,0.12547016865644073,0.9492481287547403,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,1,40000,1.1294192773321465,0.11458922291272884,0.8827440170080745,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,1,39000,1.153970640194856,0.13342682632623726,0.8847785760850537,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,1,38000,1.1216309194721505,0.10844112565066508,0.8585483595353112,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,1,37000,1.136187080730947,0.11986325407197335,0.9455506926361578,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,1,36000,1.1032216498292013,0.0935638362836534,0.9084258981371248,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,4,40000,1.1244395971442598,0.11066810299130259,0.9535477285963371,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,4,39000,1.1477947185489341,0.12876406918458314,0.9209113782004353,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,4,38000,1.1274864941254124,0.11307141574614016,0.962545919248452,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,4,37000,1.1605304286814544,0.1383250492310161,0.9144271525111046,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,4,36000,1.154603642176616,0.13390191796482023,0.9452360576341081,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,8,40000,1.1387349211583075,0.12183249901319262,0.9861080383761883,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,8,39000,1.1327886653527384,0.1172228054660039,0.9755758167015445,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,8,38000,1.131173292013422,0.11596215446347863,0.9591762697381477,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,8,37000,1.139847283353423,0.12268949129921446,0.9220810890467567,8.0
transformer_add97_permuted_dense_s2,transformer_add97_permuted_dense,8,36000,1.1346617941302455,0.11868011668928011,0.9345531432053852,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,1,40000,1.142389180168028,0.12464156930047654,0.8669954428819424,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,1,39000,1.175985623263196,0.14964946831140719,0.90034369343916,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,1,38000,1.1168393866314672,0.10461610508192228,0.89186982526175,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,1,37000,1.1122224169080968,0.10089925827971309,0.876856658218885,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,1,36000,1.1280044666550084,0.1134786877525349,0.8419478712261506,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,4,40000,1.1521304565724544,0.13204273500853095,0.9672021660043524,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,4,39000,1.2127859373069207,0.17545218060445797,0.9541755585370235,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,4,38000,1.1620595307499098,0.13945888868991768,0.9465087625776737,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,4,37000,1.1260083253366595,0.1119070991761849,0.9753797347688338,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,4,36000,1.1320631259184288,0.11665703342407487,0.9664694135566955,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,8,40000,1.158228938567584,0.13661283473306265,0.9580769130110107,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,8,39000,1.1744583146627503,0.14854364134060094,0.9418234941140824,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,8,38000,1.1353963554611726,0.11925029951868885,0.9468614981235572,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,8,37000,1.120393197229216,0.1074562015611608,0.9845234233474692,8.0
transformer_add97_permuted_dense_s3,transformer_add97_permuted_dense,8,36000,1.1495998354197003,0.13013209536958917,0.9850063781415659,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,1,40000,1.1168120604288907,0.10459419679263779,0.8153673751637527,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,1,39000,1.1760053496882894,0.1496637321717467,0.9127426482802612,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,1,38000,1.153055602958365,0.13273913466590342,0.9469584021853549,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,1,37000,1.1219946962225715,0.10873018975338472,0.9243788018868713,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,1,36000,1.1252183927066557,0.11128363481994744,0.9254982926587676,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,4,40000,1.1144188680022356,0.10267133058088702,0.9614556337127166,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,4,39000,1.163899730107189,0.1408194588137714,0.8847115961011692,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,4,38000,1.1817444339456393,0.1537933488197836,0.9556124579459988,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,4,37000,1.1448186984332407,0.12649924274597757,0.9542659276877151,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,4,36000,1.1478569579274585,0.12881130955064762,0.9015698248409412,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,8,40000,1.1323094843274388,0.1168492237844559,0.9717948523979592,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,8,39000,1.1545635074433367,0.13387181081584842,0.951061561582125,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,8,38000,1.1701238621819596,0.14538961872354714,0.9565481198038372,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,8,37000,1.1378406806673294,0.12114233829861618,0.9451973550246031,8.0
transformer_add97_permuted_dense_s4,transformer_add97_permuted_dense,8,36000,1.1489833299396548,0.1296653537588569,0.9410842978356371,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,1,100000,1.1740287268828287,0.14823208572152524,0.8731916726624782,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,1,99000,1.1404141779215546,0.1231255982606815,0.9366439222130453,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,1,98000,1.163113251047071,0.14023849431706778,0.9142061361581504,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,1,97000,1.1549801153466246,0.1341842281848402,0.9538662898448965,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,1,96000,1.1786965334825954,0.1516052083012545,0.9585374440597731,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,4,100000,1.195017920469877,0.1631924652587608,0.9169749056785589,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,4,99000,1.1703289321853316,0.14553936718225013,0.9471295953965699,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,4,98000,1.1845515920474492,0.15579869487023298,0.9563589880473253,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,4,97000,1.1798289377359912,0.1524195008143048,0.9526756024168601,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,4,96000,1.1811915482804876,0.1533972610490281,0.939880073947158,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,8,100000,1.1861679113819605,0.1569490369749281,0.9479804971491445,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,8,99000,1.1718424333377047,0.14664295168784236,0.958501714462773,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,8,98000,1.1701565224916994,0.14541347180578265,0.9507891827879719,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,8,97000,1.167096623115668,0.1431729128558258,0.9640453600559193,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,transformer_compose120_f0.6_wd1.0_softmax_ce,8,96000,1.1582700159865258,0.13664345429137575,0.9749390257114386,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,1,100000,1.1293964564686985,0.11457133208411537,0.9491046303778765,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,1,99000,1.133460243785363,0.11774585347577089,0.834639978691054,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,1,98000,1.1670541511927262,0.1431417308459915,0.9680424248419484,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,1,97000,1.1305406975580246,0.11546749076790715,0.9484853436448182,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,1,96000,1.1331795433767085,0.11752730990876617,0.9786239183590794,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,4,100000,1.1203610023556607,0.10743055327933652,0.9110995125516941,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,4,99000,1.14209906630566,0.12441921239398873,0.9607016632006407,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,4,98000,1.1793094773422974,0.15204615988195985,0.9434156124792199,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,4,97000,1.1817895550917656,0.15382565729111544,0.9433322832461547,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,4,96000,1.1427556512084542,0.12492228855529301,0.92464738476381,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,8,100000,1.1173674402121498,0.10503925207438089,0.962546687012815,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,8,99000,1.1502646229383857,0.13063482953559868,0.9559300377054912,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,8,98000,1.166214506733217,0.14252481492346947,0.9635838591892908,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,8,97000,1.1636797725725867,0.1406570574056935,0.9436418534717175,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,transformer_compose120_f0.6_wd1.0_softmax_ce,8,96000,1.1392081884813159,0.12219732081358628,0.9587260623313987,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,1,100000,1.071521366518405,0.0667474945000794,0.9382335907968339,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,1,99000,1.112575928912703,0.1011849402698486,0.8667907268391983,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,1,98000,1.1312052242517885,0.11598710953494,0.770520800374253,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,1,97000,1.0746056575537506,0.06942607925923638,0.955720324279157,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,1,96000,1.0970257547453282,0.0884443727283799,0.9089724677524195,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,4,100000,1.0797676524322204,0.07387483061984734,0.9849934416594998,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,4,99000,1.1264210276308602,0.11223248193151607,0.9536465255297775,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,4,98000,1.1181044240149975,0.10562915366249669,0.9623314435754726,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,4,97000,1.0949059749764236,0.08667956623258659,0.9473094974286672,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,4,96000,1.0908133345562614,0.0832528643346699,0.973783425177163,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,8,100000,1.0814851707475357,0.07534562003398723,0.9682042023878541,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,8,99000,1.1171298620479262,0.10484892224902424,0.9704291114755765,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,8,98000,1.1022534478634785,0.09276763711801364,0.9757137850735159,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,8,97000,1.089565828377436,0.0822032281526451,0.9881337910922835,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,8,96000,1.0933315143887385,0.08536433200767875,0.9755118402127984,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,1,100000,1.4304421688812394,0.3009154639351074,0.800445409361713,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,1,99000,1.0909583345773692,0.08337470982574774,0.7250206076928389,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,1,98000,1.0646663923360407,0.06073864339246459,0.48348562969705366,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,1,97000,1.0712075622321562,0.06647410337897129,0.3875880829690507,8.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,1,96000,1.101064707415694,0.09178816352483284,0.7914119349901867,8.0
