run,h1_max,h1_max_null_median,h1_total,h1_total_null_median,n_bars,diameter,circle_fit,cyclic_order,cyclic_order_null_median,circle_fit_null_median
mlp_add97_f0.3_wd0.0_stablemax_ce_s0,4.560861587524414,0.8696866035461426,66.58361530303955,32.133705139160156,191,20.100622610712165,0.9772604005126256,0.999871126024768,0.10502973700059792,0.4943987259777889
transformer_sub97_f0.5_wd1.0_softmax_ce_s0,0.01676708459854126,0.007211349904537201,1.8985180258750916,0.2545972727239132,356,0.148259470117628,0.722721319219505,0.892510314490035,0.08116037043401278,0.5145528634977588
transformer_div97_f0.5_wd1.0_softmax_ce_s2,0.011502832174301147,0.0073056407272815704,0.42714404314756393,0.1569959819316864,169,0.35193186339024296,0.0,0.12278358995426546,0.09620500323085235,0.20868211380088592
transformer_mul97_f0.5_wd1.0_softmax_ce_s1,0.010930456221103668,0.006574645638465881,0.3799271434545517,0.1751355193555355,130,0.25320832787313413,0.0,0.12130892923807685,0.09179367294141733,0.34797197027811005
