run,t_g,grokked,model,operation,modulus,train_fraction,label_permutation,loss,optimizer,lr,weight_decay,dominance__baseline,dominance__plateau,share__baseline,share__plateau,n_bars__baseline,n_bars__plateau,dominance__ratio,share__ratio
transformer_compose97_f0.5_wd1.0_softmax_ce_s1,86600.0,True,transformer,compose,120,0.5,False,softmax_ce,adamw,0.001,1.0,1.8229778309079365,1.7574130977466687,0.046002984837214086,0.014014519023384332,70.0,264.5,0.964034267422433,0.3046436893818093
transformer_compose97_f0.6_wd1.0_softmax_ce_s0,13900.0,True,transformer,compose,120,0.6,False,softmax_ce,adamw,0.001,1.0,1.7121208327515083,1.164672556644003,0.034629333513485724,0.002852634170647122,108.0,481.0,0.6802513785036338,0.08237623659537711
transformer_compose97_f0.6_wd1.0_softmax_ce_s1,39500.0,True,transformer,compose,120,0.6,False,softmax_ce,adamw,0.001,1.0,1.859264786909984,1.3990341902526775,0.03977176579877033,0.00656323527397747,86.0,419.5,0.7524663512709292,0.16502247617530708
transformer_div97_f0.5_wd1.0_softmax_ce_s0,8100.0,True,transformer,div,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.5697463905924043,1.5264368337040197,0.041675325776601865,0.009917481399536401,76.0,309.0,0.9724098382082981,0.23797009896691576
transformer_div97_f0.5_wd1.0_softmax_ce_s1,9100.0,True,transformer,div,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.7536588736291414,1.386204789282377,0.04184752191834649,0.008625035787964376,95.5,296.0,0.7904643315342568,0.20610624936868843
transformer_div97_f0.5_wd1.0_softmax_ce_s2,8200.0,True,transformer,div,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.60299407304674,1.7430525524478235,0.03165572866132694,0.0210211997241583,97.5,185.0,1.0873730488191267,0.6640567320075436
transformer_div97_f0.5_wd1.0_softmax_ce_s3,6000.0,True,transformer,div,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.702067031280582,1.9295607070772018,0.037337308168651946,0.014523564355074445,95.5,333.0,1.1336572952861093,0.38898263071005995
transformer_div97_f0.5_wd1.0_softmax_ce_s4,8000.0,True,transformer,div,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.545852515585271,1.7442483192927205,0.050439943531190135,0.013697886978966107,72.5,256.0,1.1283407063139756,0.27156824571970145
transformer_mul97_f0.5_wd1.0_softmax_ce_s0,1900.0,True,transformer,mul,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.628079099254498,1.5535459223492512,0.039609787084179934,0.018420169404082122,86.0,173.5,0.9542201745975513,0.4650408588396351
transformer_mul97_f0.5_wd1.0_softmax_ce_s1,2700.0,True,transformer,mul,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.5507674732924999,1.5220484872935796,0.0312596079457015,0.018826170590302095,95.5,170.5,0.9814807916122036,0.6022522938548523
transformer_mul97_f0.5_wd1.0_softmax_ce_s2,2600.0,True,transformer,mul,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.8804021660758723,1.6235213228975458,0.04155749913190118,0.022119704381227637,82.5,155.0,0.8633904768816557,0.5322674569761989
transformer_mul97_f0.5_wd1.0_softmax_ce_s3,2100.0,True,transformer,mul,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.6012620816694363,1.4861454803389456,0.03432793067864158,0.014696642189316527,100.0,216.0,0.9281088319967753,0.4281249087484495
transformer_mul97_f0.5_wd1.0_softmax_ce_s4,2800.0,True,transformer,mul,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.7995566539174317,1.5433767271993295,0.028406909677611482,0.01306971873228039,131.5,229.0,0.8576427554195488,0.46008942474235803
transformer_poly97_f0.5_wd0.3_softmax_ce_s0,,False,transformer,poly,97,0.5,False,softmax_ce,adamw,0.001,0.3,1.6586861183888908,1.7354688202926354,0.054922578962968795,0.10246499151053436,58.0,31.0,1.0462912790144556,1.8656260038266
transformer_poly97_f0.5_wd0.3_softmax_ce_s1,,False,transformer,poly,97,0.5,False,softmax_ce,adamw,0.001,0.3,1.7059728790421764,1.6822190542225728,0.0624407187519974,0.08906714929404302,58.5,35.0,0.986076082972116,1.4264273550053246
transformer_poly97_f0.5_wd1.0_softmax_ce_s0,,False,transformer,poly,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.5588780132797604,1.54933069120662,0.083860212154646,0.08323840554562967,40.0,42.0,0.9938755168834196,0.992585201097874
transformer_poly97_f0.5_wd1.0_softmax_ce_s1,,False,transformer,poly,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.9061090537080168,1.7015970552246058,0.06343364319855731,0.09196169933448473,55.0,39.0,0.8927070840539962,1.4497306901738263
transformer_poly97_f0.5_wd1.0_softmax_ce_s2,,False,transformer,poly,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.7470225256353067,1.641963055738538,0.06709504938819222,0.06708797045284609,46.5,52.5,0.9398637004645584,0.9998944939245045
transformer_poly97_f0.5_wd1.0_softmax_ce_s3,,False,transformer,poly,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.6158595796891362,1.8046879753874379,0.10147616010338859,0.08404456808558483,33.5,38.5,1.116859409116867,0.8282198301547512
transformer_poly97_f0.5_wd1.0_softmax_ce_s4,,False,transformer,poly,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.5876101602794093,1.5553435249096186,0.09942730431286095,0.11106734646605979,35.0,34.5,0.9796759707281592,1.1170708814207808
transformer_poly97_f0.7_wd0.3_softmax_ce_s0,,False,transformer,poly,97,0.7,False,softmax_ce,adamw,0.001,0.3,1.6622778502675803,1.819168558947131,0.09552896466240665,0.10108903097797146,35.5,31.0,1.0943829629049653,1.0582029370381405
transformer_poly97_f0.7_wd0.3_softmax_ce_s1,,False,transformer,poly,97,0.7,False,softmax_ce,adamw,0.001,0.3,1.724830285553773,1.7368518305916825,0.07579331541805667,0.059801610142672025,47.5,61.0,1.0069696973311493,0.7890090282081149
transformer_poly97_f0.7_wd1.0_softmax_ce_s0,,False,transformer,poly,97,0.7,False,softmax_ce,adamw,0.001,1.0,1.722215663794319,1.7451133066327238,0.10403834323277993,0.05077617036029348,34.0,73.0,1.0132954561497587,0.4880524697195981
transformer_poly97_f0.7_wd1.0_softmax_ce_s1,,False,transformer,poly,97,0.7,False,softmax_ce,adamw,0.001,1.0,1.8067919751358925,1.495420424669763,0.0788420597565562,0.08213622395663842,47.5,38.0,0.8276660762550097,1.0417818130355008
transformer_sub97_f0.3_wd1.0_softmax_ce_s0,,False,transformer,sub,97,0.3,False,softmax_ce,adamw,0.001,1.0,1.5848660967323227,1.699683053138608,0.05440529512705895,0.04384683956399998,63.5,86.0,1.0724458404675417,0.8059296335329016
transformer_sub97_f0.3_wd1.0_softmax_ce_s1,,False,transformer,sub,97,0.3,False,softmax_ce,adamw,0.001,1.0,1.6704488662128463,1.632732376176754,0.049271240374066126,0.05111570544365006,65.5,64.0,0.9774213441674506,1.037434922595429
transformer_sub97_f0.3_wd1.0_softmax_ce_s2,,False,transformer,sub,97,0.3,False,softmax_ce,adamw,0.001,1.0,1.7670244328295306,1.7283078915364736,0.06747093691015732,0.06051974789494283,52.0,58.0,0.9780894137207484,0.8969750631376213
transformer_sub97_f0.3_wd1.0_softmax_ce_s3,,False,transformer,sub,97,0.3,False,softmax_ce,adamw,0.001,1.0,1.875643062436834,1.4854712408810178,0.061060281038439024,0.07188675830115121,60.5,48.0,0.7919797058567714,1.1773080155968598
transformer_sub97_f0.3_wd1.0_softmax_ce_s4,,False,transformer,sub,97,0.3,False,softmax_ce,adamw,0.001,1.0,1.837910238662223,1.7024036994120795,0.053532924149846006,0.05288595859536943,65.5,62.5,0.9262714052081369,0.9879146232948973
transformer_sub97_f0.4_wd1.0_softmax_ce_s0,25100.0,True,transformer,sub,97,0.4,False,softmax_ce,adamw,0.001,1.0,1.7317600897068544,1.3870843041221332,0.041983518924522484,0.009835305931528454,82.0,276.0,0.8009679356665007,0.23426587821783734
transformer_sub97_f0.4_wd1.0_softmax_ce_s1,24500.0,True,transformer,sub,97,0.4,False,softmax_ce,adamw,0.001,1.0,1.8673740632419529,1.5567810677977696,0.062364878376482934,0.011905455843472926,60.0,255.0,0.8336739266341946,0.19090000900189896
transformer_sub97_f0.5_wd1.0_softmax_ce_s0,8100.0,True,transformer,sub,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.6165898131740448,1.3096634276965098,0.036470954509433814,0.009211572475679327,84.5,335.5,0.8101396019099554,0.25257283774398065
transformer_sub97_f0.5_wd1.0_softmax_ce_s1,8200.0,True,transformer,sub,97,0.5,False,softmax_ce,adamw,0.001,1.0,1.8335262824031584,1.525301664704983,0.03564883030080319,0.010680602273392466,101.0,290.5,0.8318951734391323,0.29960596696357317
