run,model,step,agreement,agreement_novel,kappa,n_classes_used
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,23,0.04006801998086938,0.036440935317339815,0.01434938880609096,95
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,24,0.03815495801891806,0.03461888855147282,0.015267454356024097,95
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,26,0.03305345945371453,0.028697236562405103,0.014219577907705718,95
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,28,0.030927835051546393,0.02702702702702703,0.01430873151982442,95
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,31,0.029227335529811882,0.025660491952626784,0.014273216572240061,96
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,33,0.029014773089595068,0.025204980261160036,0.014988498160565107,96
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,35,0.027739398448294185,0.02323109626480413,0.01455416410660092,96
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,38,0.02858964820916144,0.02140904949893714,0.016321185958153774,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,41,0.03071527261132958,0.021864561190403888,0.01893098997122261,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,44,0.03390370921458178,0.020498026116003643,0.022582633423400954,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,48,0.038580082899351685,0.019131491041603402,0.027570649921812688,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,51,0.045594643426506536,0.01730944427573641,0.0348100821180255,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,55,0.058560952279732174,0.01882781658062557,0.04806501229207405,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,60,0.07237751089382506,0.018220467658669907,0.062154380941793895,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,64,0.08406844510574982,0.018372304889158822,0.07402990853233579,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,69,0.09703475395897546,0.019283328272092316,0.08715942563538044,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,75,0.10086087788287809,0.017461281506225328,0.09106843393102253,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,80,0.10426187692634711,0.018675979350136655,0.0944579157017713,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,87,0.10468700180678074,0.018979653811114484,0.09489546606226952,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,93,0.10489956424699756,0.019283328272092316,0.0951225254599211,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,100,0.10511212668721437,0.01958700273307015,0.0953492895051091,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,108,0.10447443936656393,0.018675979350136655,0.09473290714501413,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,116,0.10447443936656393,0.018675979350136655,0.09473824093223965,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,125,0.1040493144861303,0.01806863042818099,0.09431232046474765,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,135,0.10426187692634711,0.018372304889158822,0.09452231290403572,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,146,0.10447443936656393,0.018675979350136655,0.09473429228184703,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,157,0.1040493144861303,0.01806863042818099,0.09431107947635982,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,169,0.10383675204591349,0.017764955967203157,0.0940998477466991,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,182,0.10426187692634711,0.018372304889158822,0.0945283096082451,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,196,0.10426187692634711,0.018372304889158822,0.09452667603117687,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,211,0.10447443936656393,0.018675979350136655,0.09474107318905474,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,227,0.10426187692634711,0.018372304889158822,0.09452655196179162,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,245,0.1040493144861303,0.01806863042818099,0.0943194974475498,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,264,0.10426187692634711,0.018372304889158822,0.09452648992708625,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,284,0.10468700180678074,0.018979653811114484,0.09494864992981124,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,306,0.10426187692634711,0.018372304889158822,0.09452235426088847,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,330,0.10426187692634711,0.018372304889158822,0.094527441124968,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,355,0.10426187692634711,0.018372304889158822,0.09451658494343264,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,383,0.10426187692634711,0.018220467658669907,0.094505273559279,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,412,0.10468700180678074,0.01882781658062557,0.09493463628749414,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,444,0.10532468912743119,0.019738839963559063,0.09558325607449077,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,478,0.10489956424699756,0.019131491041603402,0.0951573045542195,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,515,0.10511212668721437,0.019435165502581234,0.09538226211698313,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,555,0.10532468912743119,0.019738839963559063,0.0955897828510084,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,598,0.10511212668721437,0.01958700273307015,0.09538279924489877,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,644,0.10532468912743119,0.01989067719404798,0.09561289431804841,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,694,0.10532468912743119,0.01989067719404798,0.09559331470661549,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,747,0.10468700180678074,0.018979653811114484,0.09496402723262369,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,805,0.10489956424699756,0.019283328272092316,0.09517650113849417,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,867,0.10532468912743119,0.01989067719404798,0.09559909780243207,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,934,0.10468700180678074,0.018979653811114484,0.09496427524935482,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,1006,0.10447443936656393,0.018675979350136655,0.09475699138304373,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,1083,0.1040493144861303,0.01806863042818099,0.09433227922745978,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,1167,0.10489956424699756,0.019283328272092316,0.09518716325971957,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,1257,0.10532468912743119,0.01989067719404798,0.09562225009885875,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,1354,0.1057498140078648,0.020498026116003643,0.09605793042820418,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,1459,0.1057498140078648,0.020498026116003643,0.09607330893261594,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,1571,0.10511212668721437,0.01958700273307015,0.09541279476066897,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,1692,0.10511212668721437,0.01958700273307015,0.09541060507269346,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,1823,0.10489956424699756,0.019283328272092316,0.09518910555707177,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,1964,0.10468700180678074,0.018979653811114484,0.09497611789005456,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,2115,0.1040493144861303,0.01806863042818099,0.094332754917807,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,2278,0.10489956424699756,0.019283328272092316,0.09521140005393844,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,2454,0.10489956424699756,0.019283328272092316,0.09519877559425075,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,2644,0.10489956424699756,0.019283328272092316,0.09523834207610737,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,2848,0.10489956424699756,0.019283328272092316,0.09522706133264254,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,3067,0.10511212668721437,0.01958700273307015,0.09543644684659322,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,3304,0.10489956424699756,0.019283328272092316,0.09522916874564558,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,3559,0.10596237644808162,0.020801700576981476,0.09632531659637662,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,3834,0.10532468912743119,0.01989067719404798,0.09568472027387345,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,4130,0.1057498140078648,0.02034618888551473,0.09610703659854582,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,4448,0.10596237644808162,0.02064986334649256,0.09631138753149725,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,4791,0.1057498140078648,0.02019435165502581,0.096113435076089,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,5161,0.10617493888829843,0.02064986334649256,0.09654029408396556,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,5560,0.10617493888829843,0.02064986334649256,0.09653511581841794,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,5989,0.10723775108938251,0.022168235651381717,0.09760955520269841,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,6451,0.10702518864916569,0.021864561190403888,0.09740209963251646,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,6949,0.10915081305133383,0.024901305800182204,0.09955690194984515,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,7485,0.11000106281220108,0.025964166413604616,0.1004275856509969,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,8062,0.11042618769263471,0.026571515335560278,0.10087658257582773,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,8685,0.11148899989371878,0.027938050409960523,0.10191836247148883,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,9355,0.11488999893718779,0.03234133009413908,0.10535129684762705,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,10077,0.1165904984589223,0.034163376860006076,0.10705005826559544,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,10854,0.12020405994260815,0.03765563316125114,0.11072067728707664,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,11692,0.13317036879583377,0.049347099908897664,0.1238283914989535,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,12594,0.1786587310022319,0.09186152444579411,0.16984078945872197,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,13566,0.45711552768625785,0.3741269359246887,0.45135206226662056,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,14613,0.9770432564565841,0.9722137868205284,0.9768039897506511,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,15741,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,16955,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,18264,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,19673,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,21192,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,22827,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,24589,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,26486,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,28530,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,30732,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,33103,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,35658,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,38410,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,41374,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,44567,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,48006,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,51711,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,55701,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s0,mlp,60000,1.0,1.0,1.0,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,0,0.14061005420342226,0.13877922866686912,-0.0006473067548779454,62
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,1,0.11999149750239133,0.11812936532037656,0.0004958613856381242,68
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,2,0.09108300563290467,0.09019131491041603,0.000304980787999381,68
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,3,0.08874481879051971,0.0859398724567264,0.006717692399770761,62
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,4,0.1242427463067276,0.12177345885211054,0.02253354948413379,57
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,5,0.1525135508555638,0.1503188581840267,0.019384711902287913,53
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,6,0.17802104368158148,0.17749772244154266,0.017415099727986952,47
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,7,0.2001275374641301,0.20027330701488005,0.019564776860997196,44
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,8,0.20629184823041768,0.2072578196173702,0.0170983816559455,41
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,9,0.20267828674673186,0.20528393562101427,0.01717998844558858,41
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,10,0.18418535444786907,0.18524142119647738,0.012711997977947968,43
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,11,0.1646296099479222,0.16595809292438507,0.015286041935820074,42
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,12,0.1429482410458072,0.14272699665958094,0.01598970865145795,52
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,13,0.11999149750239133,0.11888855147282114,0.013133073453945826,61
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,15,0.09108300563290467,0.0898876404494382,0.01912206722552466,72
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,16,0.07875438410032948,0.07774066201032494,0.01916100089310393,75
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,17,0.06536295036667021,0.06286061342241117,0.016433876868122237,80
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,18,0.05664789031778085,0.05299119344063164,0.01600712048636894,81
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,20,0.04325645658412158,0.04160340115396295,0.013735124456298486,87
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,21,0.04006801998086938,0.037503795930762224,0.01436301544804776,90
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,23,0.03496652141566585,0.03203765563316125,0.013980144042883932,93
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,24,0.03454139653523222,0.03051928332827209,0.01521086216592794,95
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,26,0.03029014773089595,0.02626784087458245,0.013441275037825797,96
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,28,0.02965246041024551,0.025964166413604616,0.0144646167409117,96
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,31,0.02965246041024551,0.024901305800182204,0.015826393145828226,96
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,33,0.029865022850462324,0.024445794108715457,0.01664827061673722,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,35,0.02965246041024551,0.02323109626480413,0.016931081058966735,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,38,0.02858964820916144,0.021257212268448223,0.01652803815216517,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,41,0.029439897970028696,0.020498026116003643,0.017770802729761448,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,44,0.030927835051546393,0.018979653811114484,0.019558553446952395,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,48,0.03624189605696673,0.017916793197692075,0.02520746991076483,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,51,0.04113083218195345,0.017764955967203157,0.03033152044039454,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,55,0.0528217663938782,0.019131491041603402,0.042294810029400554,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,60,0.0683388245297056,0.020498026116003643,0.05809713024817001,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,64,0.08173025826336486,0.02171272395991497,0.07168538896273217,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,69,0.09448400467637369,0.02140904949893714,0.08462142090571102,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,75,0.10128600276331172,0.022016398420892803,0.09152516021584572,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,80,0.10383675204591349,0.023686607956270877,0.09412409332697146,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,87,0.10362418960569668,0.023079259034315215,0.09393718076061203,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,93,0.10298650228504623,0.022168235651381717,0.09332498374110704,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,100,0.1025613774046126,0.021560886729426056,0.09290145251820171,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,108,0.10213625252417897,0.02095353780747039,0.09247278779256327,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,116,0.10128600276331172,0.019738839963559063,0.09161320034007031,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,125,0.10128600276331172,0.019738839963559063,0.09161674731073473,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,135,0.10086087788287809,0.019131491041603402,0.09119493430207216,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,146,0.10064831544266128,0.01882781658062557,0.0909791319552281,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,157,0.10064831544266128,0.01882781658062557,0.09097006112615602,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,169,0.10064831544266128,0.01882781658062557,0.09097564479293142,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,182,0.10043575300244446,0.018524142119647737,0.09076735692412666,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,196,0.10043575300244446,0.018524142119647737,0.09076606970283317,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,211,0.10043575300244446,0.018524142119647737,0.0907577441996739,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,227,0.10107344032309491,0.019435165502581234,0.09139662805741156,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,245,0.10107344032309491,0.019435165502581234,0.09140403488457323,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,264,0.10043575300244446,0.018524142119647737,0.09075581332553977,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,284,0.10043575300244446,0.018524142119647737,0.09075249137235425,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,306,0.10064831544266128,0.01882781658062557,0.09095636113266721,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,330,0.10086087788287809,0.019131491041603402,0.0911614810251178,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,355,0.10107344032309491,0.019435165502581234,0.09138801772839453,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,383,0.10149856520352854,0.020042514424536896,0.09182809205189343,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,412,0.10149856520352854,0.020042514424536896,0.09182678557544334,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,444,0.10171112764374535,0.02034618888551473,0.0920370126631162,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,478,0.10086087788287809,0.019131491041603402,0.09117885130323809,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,515,0.10107344032309491,0.019435165502581234,0.09138722930456998,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,555,0.10171112764374535,0.02034618888551473,0.09203547841435072,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,598,0.10086087788287809,0.019131491041603402,0.09116563168958292,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,644,0.10107344032309491,0.019435165502581234,0.09139299721567615,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,694,0.10149856520352854,0.020042514424536896,0.09180457490066032,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,747,0.10107344032309491,0.019435165502581234,0.09137886777822898,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,805,0.10213625252417897,0.02095353780747039,0.09245409529136824,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,867,0.10319906472526305,0.02247191011235955,0.09352259324073892,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,934,0.10277393984482942,0.021864561190403888,0.09309143160994458,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,1006,0.10192369008396217,0.02064986334649256,0.09222798483553794,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,1083,0.10192369008396217,0.02064986334649256,0.09224597746000204,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,1167,0.10192369008396217,0.02064986334649256,0.09223617281183626,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,1257,0.10128600276331172,0.019738839963559063,0.09161734884102424,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,1354,0.10149856520352854,0.020042514424536896,0.09183107826966422,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,1459,0.10192369008396217,0.02064986334649256,0.0922595129158902,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,1571,0.10213625252417897,0.02095353780747039,0.09248207158678545,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,1692,0.10213625252417897,0.02095353780747039,0.09249272284886055,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,1823,0.1023488149643958,0.021257212268448223,0.09270603524992457,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,1964,0.1025613774046126,0.021560886729426056,0.09291696644134206,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,2115,0.10277393984482942,0.021864561190403888,0.09314440324302908,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,2278,0.10341162716547986,0.022775584573337383,0.09379371447912256,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,2454,0.10319906472526305,0.02247191011235955,0.09358214194355197,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,2644,0.10319906472526305,0.02247191011235955,0.09357388383161926,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,2848,0.10362418960569668,0.023079259034315215,0.09399593777564275,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,3067,0.10383675204591349,0.023382933495293044,0.09420608838570282,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,3304,0.10383675204591349,0.023382933495293044,0.09421047317250875,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,3559,0.10383675204591349,0.023382933495293044,0.09418943821896007,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,3834,0.10319906472526305,0.02247191011235955,0.09355604248461083,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,4130,0.10319906472526305,0.02247191011235955,0.09355914717783691,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,4448,0.10213625252417897,0.02095353780747039,0.09246943065949846,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,4791,0.10171112764374535,0.02034618888551473,0.09207178066728593,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,5161,0.10086087788287809,0.019131491041603402,0.09121753254759865,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,5560,0.10043575300244446,0.018524142119647737,0.09077348155616068,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,5989,0.10064831544266128,0.01882781658062557,0.09099561258643904,97
mlp_add97_f0.3_wd1.0_softmax_ce_s1,mlp,6451,0.10107344032309491,0.019435165502581234,0.09142364060887534,97
