run,condition,recorded_every,stride,n_windows,n_finite,ph_dim_terminal,ph_dim_median,slope_median,steps_spanned
transformer_compose120_f0.6_wd1.0_softmax_ce_s10,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,247,247,1.0615389825871218,1.1149899476583134,0.10313092768218557,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s10,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,122,122,1.1517927034811688,1.198911785764814,0.16591027623297605,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s10,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,80,80,1.2367182876983718,1.3014059235831632,0.23160023665217583,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s10,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,47,47,1.3565974847906335,1.518948138311271,0.34164967533929413,19900
transformer_compose120_f0.6_wd1.0_softmax_ce_s11,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,247,247,1.1696292430589346,1.1288356517221347,0.11413145175348165,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s11,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,122,122,1.280780924662786,1.2407327669133434,0.19402463278287824,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s11,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,80,80,1.4024223573692411,1.369543556967058,0.26982971498347497,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s11,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,47,47,1.681314859598463,1.5999819525446661,0.3749929501332401,19900
transformer_compose120_f0.6_wd1.0_softmax_ce_s12,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,247,247,1.1592758004077308,1.1971787470830269,0.1647028462236408,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s12,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,122,122,1.442450585134809,1.3746586586205578,0.2725449593235578,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s12,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,80,80,1.5464038320097533,1.531314335532045,0.3469649406849879,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s12,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,47,47,1.8284156684742785,1.7922701331811288,0.4420483935504275,19900
transformer_compose120_f0.6_wd1.0_softmax_ce_s13,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,247,247,3.410402011087251,1.3597448285595053,0.26456789612549136,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s13,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,122,122,3.0381638125564745,1.4509954427582308,0.3108179496947796,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s13,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,80,80,2.5109911393105664,1.4152158493644462,0.2933614584432648,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s13,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,47,47,1.906636153543504,1.3703526940568367,0.270260857415059,19900
transformer_compose120_f0.6_wd1.0_softmax_ce_s14,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,247,247,1.1494576242272052,1.1833081522407969,0.15491159415547961,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s14,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,122,122,1.3650001628263306,1.3449777438210102,0.25649318449786773,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s14,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,80,80,1.4624031235048978,1.506579567420193,0.3362447461075675,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s14,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,47,47,1.7632823778290758,1.7836575267526005,0.43935425663207855,19900
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,97,97,1.0696534029606952,1.2675781866929392,0.21109402915100653,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,47,47,1.1051856093248105,1.4592475005581493,0.31471529016324595,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,30,30,1.262289700465316,1.6424586816943587,0.3911566771293657,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,17,17,1.6167670736026327,1.9292891725035335,0.48167438336765533,19900
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,97,97,1.4464623898653108,1.2647567182865957,0.20933410707259947,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,47,47,1.2254776142207002,1.4612630763519097,0.3156605294533739,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,30,30,1.2069561572346814,1.632010465866017,0.3872584366659233,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,17,17,1.4527600327633596,1.9447851938257292,0.485804394657681,19900
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,97,97,1.0705026327630534,1.115136592502697,0.10324886948987698,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,47,47,1.1472867253518448,1.1848205494619481,0.15599033081075359,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,30,30,1.2272661729062269,1.2470965581285325,0.198132500516572,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,17,17,1.442987477340765,1.4322808403841754,0.30181290442189135,19900
transformer_compose120_f0.6_wd1.0_softmax_ce_s5,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,247,247,1.0789302305908095,1.1179751571780294,0.10552574126586144,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s5,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,122,122,1.2327085743267037,1.217105250393081,0.1783782798007778,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s5,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,80,80,1.3098573644412674,1.3165101698877835,0.24041604586267906,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s5,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,47,47,1.5736545709553384,1.5415168776323966,0.35128832222979495,19900
transformer_compose120_f0.6_wd1.0_softmax_ce_s6,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,247,247,3.1741956036335677,1.318976632138252,0.24183645438899448,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s6,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,122,122,2.923232385993207,1.4617165525334197,0.31587208553671275,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s6,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,80,80,3.082932430762854,1.5122073583257665,0.3385666285665643,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s6,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,47,47,2.280345733931786,1.4829129517485027,0.3256515840522534,19900
transformer_compose120_f0.6_wd1.0_softmax_ce_s7,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,247,247,1.1230460184009388,1.1336984045524976,0.11793119229560174,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s7,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,122,122,1.2257850513045427,1.244086678224655,0.19619729612499104,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s7,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,80,80,1.34402080508155,1.3634313995959384,0.2665561138240115,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s7,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,47,47,1.6154035840681813,1.592787106033659,0.37216970415450623,19900
transformer_compose120_f0.6_wd1.0_softmax_ce_s8,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,247,247,3.3891264975726356,2.528177889928458,0.604458213172532,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s8,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,122,122,4.6908262384008275,2.74848536896483,0.6361626282632147,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s8,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,80,80,5.446097766798482,2.5289989685629286,0.6045804217224898,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s8,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,47,47,4.792738617410606,2.147987424456505,0.5344479261776753,19900
transformer_compose120_f0.6_wd1.0_softmax_ce_s9,transformer_compose120_f0.6_wd1.0_softmax_ce,20,20,247,247,1.1394543480983568,1.1004999493242382,0.09132208446347526,3980
transformer_compose120_f0.6_wd1.0_softmax_ce_s9,transformer_compose120_f0.6_wd1.0_softmax_ce,20,40,122,122,1.1833136805074882,1.1747299505474618,0.14874037515100008,7960
transformer_compose120_f0.6_wd1.0_softmax_ce_s9,transformer_compose120_f0.6_wd1.0_softmax_ce,20,60,80,80,1.2978240752354686,1.2593340811526077,0.2059293619942919,11940
transformer_compose120_f0.6_wd1.0_softmax_ce_s9,transformer_compose120_f0.6_wd1.0_softmax_ce,20,100,47,47,1.453967611405421,1.4654816795398473,0.3176305006323967,19900
