run,a0,operator,b,x,y
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,35,-9.91489,10.688962
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,36,-8.361915,2.677334
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,37,-1.8157824,-10.8770485
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,38,5.856273,-8.249412
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,39,8.048519,6.3212996
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,40,6.1730847,9.503583
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,41,-3.5354226,-0.9462906
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,42,-10.521789,-7.580875
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,43,-8.985655,-1.3527066
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,44,2.6136627,6.875411
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,45,11.715611,0.7389738
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,46,9.145649,-6.9484897
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,47,-1.1128306,-1.8343215
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,48,-10.611197,9.173276
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,49,-8.4236965,4.916754
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,50,-0.90225464,-8.063983
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,51,6.9083543,-8.7223425
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,52,7.809237,3.9130683
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,53,5.327714,9.669937
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,54,-4.1843286,1.5394267
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,55,-10.068763,-9.104536
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,56,-8.017834,-4.1683087
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,57,2.6871333,7.0404596
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,58,11.541961,3.9010751
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,59,9.906723,-5.7865705
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,60,-1.8171083,-4.133811
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,61,-11.273575,6.610713
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,62,-8.912159,5.489251
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,63,-0.48783278,-5.398138
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,64,7.815785,-9.8516245
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,65,7.5172977,1.3688585
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,66,3.9611566,11.928749
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,67,-4.870421,4.237555
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,68,-9.378517,-9.2564
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,69,-7.144323,-7.2872853
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,70,2.7656226,5.8327866
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,71,10.994939,6.5850077
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,72,9.85198,-3.1872327
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,73,-1.8026291,-4.900825
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,74,-11.955535,3.799316
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,75,-9.134077,6.1255336
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,76,0.6500673,-2.7308736
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,77,8.948514,-10.97444
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,78,7.6162047,-1.3856142
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,79,2.639904,11.8786545
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,80,-5.4391513,7.1737485
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,81,-8.416976,-8.218524
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,82,-6.254512,-9.220935
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,83,3.2805817,2.5733743
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,84,10.520699,7.358787
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,85,9.574757,-0.16543788
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,86,-1.6719949,-6.48665
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,87,-12.38503,0.5405756
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,88,-9.769064,7.872361
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,89,1.7254429,0.46340302
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,90,9.859112,-10.551575
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,91,7.719661,-4.3398376
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,92,1.8882617,9.884801
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,93,-6.813665,9.051749
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,add,94,-8.184903,-5.175196
