run,a0,family,shift,residual
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,61,1.4583243818881682
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,62,1.4655921549730881
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,63,1.4421063113645831
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,64,1.3874056496538234
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,65,1.3689633922967324
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,66,1.3369747706519615
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,67,1.3740283623462766
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,68,1.4589392566937318
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,69,1.4375073450175166
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,70,1.3643878937620209
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,71,1.3158806504987557
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,72,1.3256820412248742
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,73,1.4187678891101383
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,74,1.4502083244045318
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,75,1.4226475987217841
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,76,1.4398887390110071
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,77,1.4207744323711478
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,78,1.390925821507073
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,79,1.407565587778535
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,80,1.4335586817178319
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,81,1.5077642668215876
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,82,1.5329069923479437
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,83,1.423730380025422
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,84,1.359746431646636
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,85,1.3929073565973873
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,86,1.4448555791733682
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,87,1.4865615967100758
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,88,1.4373443388614293
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,89,1.3813804020933207
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,90,1.3941205247040322
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,91,1.3606225331047845
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,92,1.3334682808051428
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,93,1.3771692436106535
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,94,1.421487799501151
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,95,1.4601572270940246
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,26,rotated,96,1.3992206511674519
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,0,0.1927057419904397
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,1,1.2705815325841487
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,2,1.7103268815958896
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,3,1.6153788716329427
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,4,1.4628409524687462
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,5,1.103894738365951
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,6,1.2841655345712524
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,7,1.5719692669431344
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,8,1.2391070262552086
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,9,1.36232259499886
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,10,1.7433146686801728
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,11,1.6479761715187298
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,12,1.4649341543342465
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,13,0.9659710407074272
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,14,1.012050911149489
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,15,1.7852392791263338
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,16,1.8090759510934673
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,17,1.4037379529937137
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,18,1.25360991128892
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,19,1.1140235000910432
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,20,1.4048094117700756
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,21,1.5312277374676373
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,22,1.2159480876794166
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,23,1.5276720181825982
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,24,1.6547994114881612
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,25,1.2272018334992987
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,26,1.0411698272636953
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,27,1.0481816439777665
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,28,1.476820775138033
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,29,1.88070597037782
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,30,1.4946719450376793
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,31,1.0654006055789698
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,32,1.2821470967181472
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,33,1.3254264120207497
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,34,1.565400224615846
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,35,1.5880812449569908
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,36,1.432484477657647
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,37,1.666724128603996
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,38,1.470342021070299
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,39,0.9675422278570841
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,40,1.2967076024238318
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,41,1.549498538244497
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,42,1.7194778062314793
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,43,1.6735307966776864
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,44,1.0153515756253637
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,45,1.041287449627145
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,46,1.438550267702776
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,47,1.3703081534488888
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,48,1.510175143985002
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,49,1.5100599978818356
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,50,1.3674668352555377
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,51,1.4371202273892585
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,52,1.0424271960428535
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,53,1.0122162491437792
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,54,1.6707038598421338
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,55,1.717338888791521
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,56,1.5470942799911216
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,57,1.2969129415457727
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,58,0.9662226668485071
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,59,1.4665599144509125
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,60,1.6671881416847456
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,61,1.4339387091293152
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,62,1.5886766903143075
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,63,1.566619687564516
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,64,1.3250361153038137
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,65,1.2842915381233524
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,66,1.072799671305013
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,67,1.4967941953411166
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,68,1.8808974043458633
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,69,1.4776327027885647
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,70,1.049776831804014
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,71,1.046136157743107
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,72,1.2276173690229668
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,73,1.6525187757673827
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,74,1.5276923997095442
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,75,1.2161949517814903
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,76,1.5299565587753616
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,77,1.401896091546953
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,78,1.107806277205522
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,79,1.2527727448316561
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,80,1.4052526623607589
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,81,1.8066280725627963
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,82,1.7826424440155535
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,83,1.0089888248278174
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,84,0.9660318043251445
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,85,1.46789557115133
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,86,1.6475321590018055
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,87,1.7418201503585136
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,88,1.3658550755335495
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,89,1.243594771814512
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,90,1.5738016043118832
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,91,1.2849436517448412
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,92,1.1035354901433343
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,93,1.466992974278123
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,94,1.6191492636363745
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,95,1.709577336656337
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,reflected,96,1.2691800645046676
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,rotated,0,1.292736538096685
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,rotated,1,1.3854730571452214
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,rotated,2,1.4771944047184478
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,rotated,3,1.5072146795757195
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,rotated,4,1.4928106544717739
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,rotated,5,1.4393815292316723
mlp_addsub97_f0.3_wd1.0_sq-addsub_s0,52,rotated,6,1.4232086923593186
