run,step,operator,n,test_acc
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,34545,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,35152,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,35152,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,35758,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,35758,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,36364,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,36364,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,36970,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,36970,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,37576,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,37576,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,38182,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,38182,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,38788,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,38788,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,39394,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,39394,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,40000,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,40000,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,40606,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,40606,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,41212,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,41212,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,41818,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,41818,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,42424,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,42424,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,43030,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,43030,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,43636,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,43636,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,44242,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,44242,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,44848,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,44848,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,45455,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,45455,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,46061,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,46061,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,46667,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,46667,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,47273,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,47273,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,47879,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,47879,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,48485,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,48485,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,49091,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,49091,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,49697,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,49697,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,50303,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,50303,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,50909,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,50909,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,51515,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,51515,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,52121,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,52121,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,52727,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,52727,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,53333,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,53333,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,53939,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,53939,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,54545,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,54545,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,55152,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,55152,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,55758,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,55758,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,56364,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,56364,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,56970,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,56970,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,57576,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,57576,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,58182,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,58182,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,58788,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,58788,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,59394,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,59394,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,60000,add,6577,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s1,60000,sub,6596,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,0,add,6637,0.0090402290225029
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,0,sub,6536,0.009179926477372646
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,606,add,6637,0.0012053638929501176
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,606,sub,6536,0.0013769889483228326
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,1212,add,6637,0.0021093867253512144
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,1212,sub,6536,0.0021419827826321125
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,1818,add,6637,0.003917432390153408
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,1818,sub,6536,0.00413096696138382
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,2424,add,6637,0.005574807990342379
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,2424,sub,6536,0.006272949744015932
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,3030,add,6637,0.008738888427615166
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,3030,sub,6536,0.009026927873492241
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,3636,add,6637,0.015820400789380074
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,3636,sub,6536,0.015299877151846886
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,4242,add,6637,0.024107277393341064
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,4242,sub,6536,0.024785801768302917
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,4848,add,6637,0.03631158545613289
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,4848,sub,6536,0.040391676127910614
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,5455,add,6637,0.055145397782325745
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,5455,sub,6536,0.06364749372005463
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,6061,add,6637,0.08030736446380615
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,6061,sub,6536,0.100826196372509
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,6667,add,6637,0.11842700093984604
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,6667,sub,6536,0.16049571335315704
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,7273,add,6637,0.18472200632095337
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,7273,sub,6536,0.24311505258083344
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,7879,add,6637,0.30631309747695923
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,7879,sub,6536,0.3771419823169708
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,8485,add,6637,0.5491939187049866
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,8485,sub,6536,0.5908812880516052
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,9091,add,6637,0.8083471655845642
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,9091,sub,6536,0.8444002270698547
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,9697,add,6637,0.9590176343917847
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,9697,sub,6536,0.9753671884536743
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,10303,add,6637,0.9984933137893677
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,10303,sub,6536,0.9992350339889526
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,10909,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,10909,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,11515,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,11515,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,12121,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,12121,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,12727,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,12727,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,13333,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,13333,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,13939,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,13939,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,14545,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,14545,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,15152,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,15152,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,15758,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,15758,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,16364,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,16364,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,16970,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,16970,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,17576,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,17576,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,18182,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,18182,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,18788,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,18788,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,19394,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,19394,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,20000,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,20000,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,20606,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,20606,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,21212,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,21212,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,21818,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,21818,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,22424,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,22424,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,23030,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,23030,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,23636,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,23636,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,24242,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,24242,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,24848,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,24848,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,25455,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,25455,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,26061,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,26061,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,26667,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,26667,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,27273,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,27273,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,27879,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,27879,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,28485,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,28485,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,29091,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,29091,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,29697,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,29697,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,30303,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,30303,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,30909,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,30909,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,31515,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,31515,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,32121,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,32121,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,32727,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,32727,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,33333,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,33333,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,33939,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,33939,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,34545,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,34545,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,35152,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,35152,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,35758,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,35758,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,36364,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,36364,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,36970,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,36970,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,37576,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,37576,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,38182,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,38182,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,38788,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,38788,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,39394,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,39394,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,40000,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,40000,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,40606,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,40606,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,41212,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,41212,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,41818,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,41818,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,42424,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,42424,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,43030,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,43030,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,43636,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,43636,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,44242,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,44242,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,44848,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,44848,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,45455,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,45455,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,46061,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,46061,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,46667,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,46667,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,47273,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,47273,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,47879,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,47879,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,48485,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,48485,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,49091,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,49091,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,49697,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,49697,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,50303,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,50303,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,50909,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,50909,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,51515,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,51515,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,52121,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,52121,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,52727,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,52727,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,53333,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,53333,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,53939,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,53939,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,54545,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,54545,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,55152,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,55152,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,55758,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,55758,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,56364,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,56364,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,56970,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,56970,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,57576,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,57576,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,58182,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,58182,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,58788,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,58788,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,59394,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,59394,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,60000,add,6637,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s2,60000,sub,6536,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,0,add,6636,0.010699216276407242
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,0,sub,6537,0.010402325540781021
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,606,add,6636,0.0007534659234806895
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,606,sub,6537,0.0009178522159345448
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,1212,add,6636,0.0028631705790758133
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,1212,sub,6537,0.0018357044318690896
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,1818,add,6636,0.005726341158151627
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,1818,sub,6537,0.004742236342281103
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,2424,add,6636,0.01024713646620512
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,2424,sub,6537,0.0074957930482923985
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,3030,add,6636,0.014014466665685177
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,3030,sub,6537,0.011320177465677261
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,3636,add,6636,0.023508137091994286
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,3636,sub,6537,0.018051093444228172
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,4242,add,6636,0.03887884318828583
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,4242,sub,6537,0.033195655792951584
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,4848,add,6636,0.06072935461997986
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,4848,sub,6537,0.05660088732838631
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,5455,add,6636,0.0926763117313385
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,5455,sub,6537,0.08689001202583313
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,6061,add,6636,0.14572031795978546
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,6061,sub,6537,0.13828973472118378
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,6667,add,6636,0.2439722716808319
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,6667,sub,6537,0.2323695868253708
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,7273,add,6636,0.4278179705142975
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,7273,sub,6537,0.39437049627304077
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,7879,add,6636,0.6924352049827576
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,7879,sub,6537,0.6428025364875793
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,8485,add,6636,0.9118444919586182
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,8485,sub,6537,0.8776196837425232
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,9091,add,6636,0.9932187795639038
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,9091,sub,6537,0.9902095794677734
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,9697,add,6636,1.0
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,9697,sub,6537,0.9998469948768616
mlp_addsub97_f0.3_wd1.0_sq-addsub_s3,10303,add,6636,1.0
