run,step,winding_antisymmetry,overlap_median,residual_reflected_median,residual_rotated_median
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,37815,-0.9590217298800364,0.9935290813446045,0.20006552881671943,1.283656446236591
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,38655,-0.8984961818873926,0.9769014716148376,0.1803172280618462,1.2839566405012972
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,39496,-0.9640584207779732,0.9824230670928955,0.22178728669601075,1.3039958250755377
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,40336,-0.968120981783206,0.9464991688728333,0.18152303349177498,1.2918684661983149
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,41176,-0.9810681868039092,0.9412887096405029,0.15040499518541942,1.3289684988982038
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,42017,-0.9770224260100325,0.9100859463214874,0.2002873639862026,1.26779221792596
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,42857,-0.9876373297065442,0.9408490061759949,0.3718139326659851,1.2471805174367723
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,43697,-0.8567058524420348,0.9466078579425812,0.24877075130343101,1.2857910747029258
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,44538,-0.670337771075885,0.9474362134933472,0.2069557355212438,1.269945731901668
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,45378,-0.9340366148612084,0.8754886984825134,0.17035587104405334,1.2738685568401107
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,46218,-0.833681645855858,0.9451302289962769,0.2901630092844498,1.2483631138461815
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,47059,-0.9687743456890605,0.8730900287628174,0.1890561111531598,1.2737354199411504
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,47899,-0.9142300000464898,0.9349603056907654,0.18169673247259072,1.279599988824999
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,48739,-0.9117232750933977,0.9325080513954163,0.19862219920636198,1.1810844245795684
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,49580,-0.9823732449433322,0.8731362223625183,0.16903435434371183,1.3061410476215505
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,50420,-0.9591662824451113,0.9913608729839325,0.19159088699972318,1.2572579347989876
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,51261,-0.9301386579806125,0.9245349764823914,0.2974100641656115,1.281362578538953
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,52101,-0.9999999999999725,0.9892385601997375,0.16063577484561833,1.2733114861239652
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,52941,-0.8069141284572184,0.8492330312728882,0.34536467251178904,1.2404591546286365
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,53782,-0.8495201310122923,0.9847277104854584,0.23217003490372343,1.2515114089481092
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,54622,-0.973756241918893,0.9666618406772614,0.17269592371800974,1.282973139787164
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,55462,-0.9685869311083982,0.9625644385814667,0.16389180502802625,1.292082778530773
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,56303,-0.9871532247103528,0.9824274182319641,0.16282777496752013,1.2969228854530634
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,57143,-0.9877757241502738,0.9517189264297485,0.16832651345884825,1.2867760670459587
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,57983,-0.8246380065113249,0.9856413304805756,0.18187715784796143,1.2530294333649001
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,58824,-0.862274281119946,0.8068322539329529,0.31655388120160177,1.2876556033574198
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,59664,-0.9170341851339479,0.9263244867324829,0.3608969412006702,1.2786327115997487
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,60504,-0.9970556963336424,0.9655783176422119,0.14953410189526237,1.3105859261443153
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,61345,-0.9941308261271629,0.9683559238910675,0.15857344818496602,1.3003992368528876
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,62185,-0.9662230116400055,0.9596358239650726,0.20762996036420264,1.2625428633118132
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,63025,-0.8497090891133933,0.9794597327709198,0.1777128455732308,1.263298392681405
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,63866,-0.9877587049951285,0.9426486790180206,0.16463066989111153,1.2868187620984957
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,64706,-0.9834136647392338,0.9446045756340027,0.29704769294511124,1.256186283677493
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,65546,-0.9610581079310834,0.970287024974823,0.20925625871197118,1.2790521752796988
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,66387,-0.938011032191608,0.8235891461372375,0.1729486737785464,1.2901027821574806
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,67227,-0.9898636204351327,0.8116841316223145,0.1795222011610632,1.2944001678443207
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,68067,-0.9707814961324736,0.9372106790542603,0.15905155805105992,1.3114500992343663
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,68908,-0.986771381677494,0.8238294720649719,0.20785056988004907,1.2433912544884782
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,69748,-0.7369391873426218,0.9335852861404419,0.18448554185848906,1.2596359256512528
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,70588,-0.8599046766334437,0.9357195794582367,0.16906926028345678,1.2774664806153448
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,71429,-0.9896399832423931,0.9179716110229492,0.16380778477469338,1.300613697966932
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,72269,-0.9837373849498057,0.9574079215526581,0.15377188873001107,1.3018620105682515
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,73109,-0.9915632988464118,0.9423622488975525,0.1725155118486783,1.2757000253622393
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,73950,-0.9597424732362563,0.9188156425952911,0.1758924540261084,1.2718150766793834
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,74790,-0.967911684242882,0.9143154621124268,0.15123143172950587,1.2839742367699016
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,75630,-0.8784118708481112,0.8597418665885925,0.22884359217557199,1.2386642160740688
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,76471,-0.9192631626564389,0.9631503820419312,0.2085706414887934,1.2504775545449835
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,77311,-0.7724053827669752,0.9572901725769043,0.185383979812885,1.265026196518432
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,78151,-0.9287243832205474,0.9478626549243927,0.1496335116317807,1.2727081551915855
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,78992,-0.9780094922108507,0.8475369513034821,0.22651476575345633,1.253417665171758
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,79832,-0.9920663175296017,0.9228415489196777,0.20259653416786283,1.2552900867891348
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,80672,-0.9800217894587498,0.865905225276947,0.15702842300865746,1.2746195249183718
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,81513,-0.9848562801872061,0.8970480263233185,0.35687188050485086,1.2578038337393926
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,82353,-0.6926959503842648,0.9580956101417542,0.20091332811049017,1.28345466454995
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,83193,-0.9938092604625521,0.8960930109024048,0.18042148927350898,1.2590171578373046
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,84034,-0.9894074712534955,0.9202162027359009,0.1801235093829977,1.2554155619135292
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,84874,-0.9690918921569543,0.9094899892807007,0.19044972284421105,1.2656800601910974
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,85714,-0.9162697462531001,0.9634561538696289,0.2118335885529025,1.2739935674711322
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,86555,-0.7913710381751748,0.9638529717922211,0.20103311523687792,1.26721539956477
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,87395,-0.9711522013612974,0.9090123176574707,0.34556582812442255,1.2363597380239084
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,88235,-0.9945030623565876,0.9432022869586945,0.27333581885711855,1.2533218328544549
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,89076,-0.9982401023595421,0.9684624671936035,0.19976428970382631,1.2580999681472294
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,89916,-0.9983732460576132,0.9484067261219025,0.18857836137076056,1.283239820800468
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,90756,-0.9809210899676023,0.944813460111618,0.16868533337457042,1.2877322632123456
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,91597,-0.9955797791443651,0.938347190618515,0.16040257069145408,1.2850751115865033
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,92437,-0.9852244873389867,0.9461010694503784,0.23158486754846003,1.2509591484661464
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,93277,-0.9221404544027119,0.938922107219696,0.2882606746727463,1.275009212644282
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,94118,-0.9931554802594568,0.9425025284290314,0.21282478077636424,1.2235090018227628
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,94958,-0.9912567369338967,0.9032464027404785,0.19403184015819147,1.2740063667526293
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,95798,-0.9960792551131459,0.8357203304767609,0.1729241554693116,1.3005982767702258
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,96639,-0.9987216151630368,0.9617878794670105,0.16635720054794284,1.2970924496277232
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,97479,-0.9983657923378038,0.9109728038311005,0.16482900734999606,1.279865311346041
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,98319,-0.9993992557576664,0.9686115086078644,0.1417899676464342,1.3082569695808863
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,99160,-0.9940640889298055,0.9329881966114044,0.14393082014093575,1.30737868560786
transformer_addsub113_f0.3_wd0.1_sq-addsub_s0,100000,-0.9939833634689695,0.9412484765052795,0.2236778867649768,1.2534401944763767
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,0,0.6198600042847695,0.9074458181858063,1.387398580950299,0.1488950780156426
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,840,0.7108914503449926,0.6391508877277374,1.2836316019240193,0.886599386375727
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,1681,0.06252816486432042,0.6137830317020416,1.2788140920177875,0.8883224063479418
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,2521,0.5943946579475647,0.5871371924877167,1.2708906800541573,0.9199192523148736
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,3361,0.4316641123317489,0.5946169495582581,1.2589399890375603,0.9377233544544025
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,4202,0.39958355134313933,0.5346015989780426,1.2458231130615922,0.9382850968118939
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,5042,0.5509092846418989,0.5895074307918549,1.2350391042786149,0.939531821515807
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,5882,0.43687126896322226,0.6230002045631409,1.229547217607732,0.9188250063594924
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,6723,0.11033681067972065,0.5857170522212982,1.2001099470768093,0.9249165592877661
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,7563,0.2165112638673548,0.5447634756565094,1.195518278503711,0.9226006092456822
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,8403,0.021276749152544294,0.552217036485672,1.1847336242519293,0.9182640672738405
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,9244,-0.13618419065163243,0.6241046786308289,1.1684856399756973,0.919390806084085
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,10084,0.08463992232797908,0.6793850660324097,1.1442553735569487,0.9209761334392597
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,10924,0.19758206644232063,0.6602296531200409,1.0826222032122683,0.9476872289858786
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,11765,-0.9186501458319882,0.5783230662345886,0.8550568317459613,1.0797337497051689
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,12605,-0.9562062446525322,0.6569485366344452,0.5321407603289322,1.1969707772602631
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,13445,-0.9566602347098969,0.7387272119522095,0.42434563742028963,1.1906063739134627
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,14286,-0.9579718108427497,0.7076676189899445,0.35890778841858484,1.2066858791035266
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,15126,-0.997773385651114,0.7203328311443329,0.3299450492982201,1.2013486717576618
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,15966,-0.9975313862536963,0.921355128288269,0.26456783263757816,1.1887390167755574
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,16807,-0.9686896723390136,0.8914733529090881,0.2170957623689762,1.2481944987183744
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,17647,-0.9810426518611186,0.890968382358551,0.34083995170482645,1.2307078508611555
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,18487,-0.9893040587935114,0.8297308087348938,0.40026361148468004,1.276618249177519
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,19328,-0.998527660482886,0.9485982358455658,0.48513026049642194,1.1907061637472682
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,20168,-0.9375250673498808,0.7690266370773315,0.41556814262464087,1.2548021761605312
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,21008,-0.9742009198164161,0.8559020161628723,0.28318384782243455,1.2914990309733017
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,21849,-0.9867241063805332,0.8817504048347473,0.2245183158468027,1.301653049402
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,22689,-0.8919892978181857,0.9529004693031311,0.20154774207311998,1.186195079145206
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,23529,-0.9348898089963028,0.8871995210647583,0.2624474383694362,1.2486524684229856
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,24370,-0.9836351290635318,0.8712512254714966,0.33432682343207953,1.247381713024567
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,25210,-0.9584222226524964,0.8874040246009827,0.34559843662209105,1.2667481349425695
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,26050,-0.925135055296652,0.8731856346130371,0.29261250097562097,1.2590119866278902
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,26891,-0.9954077501681519,0.9483768343925476,0.20234141464729177,1.3170459908470464
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,27731,-0.9930771149905817,0.8993913531303406,0.21250737004152126,1.3006874438820375
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,28571,-0.9766393174175237,0.9119267463684082,0.20398770541784111,1.3249882720013464
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,29412,-0.9931278405776193,0.949697881937027,0.1990365263815727,1.2890811991747606
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,30252,-0.9908903060052975,0.9376945197582245,0.1989079132944051,1.2550057935044183
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,31092,-0.9729086389671728,0.9591074287891388,0.1476862738816782,1.3043425006391496
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,31933,-0.9668451816291842,0.8909062445163727,0.1398928439145456,1.3103594443280362
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,32773,-0.9202628140247839,0.9781649708747864,0.14907737484560923,1.2766560885824814
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,33613,-0.954893398402213,0.9407457113265991,0.25088011956916906,1.2766167306438356
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,34454,-0.9963921767537269,0.9832376837730408,0.10165301661144391,1.3361576118004748
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,35294,-0.9953964518103721,0.9404807388782501,0.10812012277296712,1.3398227585592277
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,36134,-0.9930654000111342,0.9551047384738922,0.1095755414981393,1.3363848284452793
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,36975,-0.9801362802657951,0.9080831706523895,0.21606586787479132,1.254909332736421
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,37815,-0.9599960692934582,0.9001037776470184,0.19915955972985072,1.2881535589007038
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,38655,-0.9859769765770815,0.9696686267852783,0.19465917549916456,1.28701307435368
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,39496,-0.8942875511293394,0.9213061332702637,0.20123892630244208,1.3036159791740642
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,40336,-0.9858548676492098,0.8979649245738983,0.20035258249376814,1.3039129517286105
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,41176,-0.982865722284458,0.8440684080123901,0.20636668536072295,1.3111096196664143
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,42017,-0.9903442667597212,0.9419316053390503,0.20327162286182127,1.285843147595409
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,42857,-0.9655267451483973,0.8978626728057861,0.18319730858208905,1.2604159510350998
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,43697,-0.991097524020078,0.9335851073265076,0.18248889302521704,1.297966594918202
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,44538,-0.9747588724486277,0.9258542954921722,0.20114013224249272,1.3073801649183427
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,45378,-0.984725426980146,0.9524689018726349,0.19153220079129185,1.265873332009762
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,46218,-0.9645180225234485,0.802718460559845,0.17971211588222658,1.2939889587361515
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,47059,-0.9731893499272692,0.9381395578384399,0.18857226903749758,1.2803026404460036
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,47899,-0.8274917184247197,0.8963913917541504,0.19197819843827613,1.2556216002000475
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,48739,-0.988836730265411,0.9489395618438721,0.18295749466403077,1.2950745430854007
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,49580,-0.9746634166570859,0.9364579916000366,0.1762812646839747,1.2688759567749328
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,50420,-0.954456243114626,0.8127912282943726,0.18761788609783026,1.2713127888813318
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,51261,-0.9744310870916253,0.9152981638908386,0.16577807318745075,1.2846139300148227
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,52101,-0.9725095328505404,0.9594144821166992,0.16514810042995554,1.3073865482620488
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,52941,-0.9938676846238952,0.950004905462265,0.1344483662713002,1.3258101854574735
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,53782,-0.9988531102833237,0.9651256501674652,0.1256276586840269,1.321221857516133
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,54622,-0.9766316622949126,0.9479903280735016,0.1434729823523196,1.3129745100686208
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,55462,-0.9893039213326369,0.9635993540287018,0.13981127346454714,1.3124466324552955
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,56303,-0.9806715328842469,0.9573964774608612,0.13420264491325,1.3183276897282739
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,57143,-0.9553118827286842,0.969245582818985,0.12522282072011554,1.3169782666606524
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,57983,-0.9839304643838446,0.9709999561309814,0.14274113953906575,1.30923604223219
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,58824,-0.9398879904093691,0.9562540352344513,0.1303444965793918,1.3133578584851635
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,59664,-0.8467107342240505,0.9503188133239746,0.1456622575081038,1.278740739293018
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,60504,-0.9830786026455015,0.9390332698822021,0.1280883705772533,1.325456727822988
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,61345,-0.9883556841028286,0.961424857378006,0.13581410808935876,1.3138050778488515
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,62185,-0.9921769232698573,0.9437446594238281,0.1353347518901098,1.3181480721907435
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,63025,-0.9950459917193203,0.9585233330726624,0.10495335681328169,1.3332324807570255
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,63866,-0.996893367868821,0.9716128408908844,0.10345278641973168,1.3335743851239474
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,64706,-0.9932298952184239,0.9714200794696808,0.11562746893253925,1.3232545904480424
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,65546,-0.9825141231294413,0.9544316530227661,0.1145786256441238,1.3182067365125345
transformer_addsub113_f0.3_wd0.1_sq-addsub_s1,66387,-0.9899348380527423,0.9600645005702972,0.09425081875535697,1.3352540426203388
