run,observable,model,operation,modulus,train_fraction,weight_decay,label_permutation,loss,optimizer,t_g,t_top,delta
transformer_add97_f0.3_wd1.0_softmax_ce_s3,h1_total_persistence_normalised,transformer,add,97,0.3,1.0,False,softmax_ce,adamw,34700.0,5388.0,29312.0
transformer_add97_f0.3_wd1.0_softmax_ce_s3,h1_max_persistence,transformer,add,97,0.3,1.0,False,softmax_ce,adamw,34700.0,9553.0,25147.0
transformer_add97_f0.3_wd1.0_softmax_ce_s4,h1_max_persistence_normalised,transformer,add,97,0.3,1.0,False,softmax_ce,adamw,25700.0,34663.0,-8963.0
transformer_add97_f0.3_wd1.0_softmax_ce_s4,h1_total_persistence_normalised,transformer,add,97,0.3,1.0,False,softmax_ce,adamw,25700.0,34663.0,-8963.0
transformer_add97_f0.3_wd1.0_softmax_ce_s4,h1_max_persistence,transformer,add,97,0.3,1.0,False,softmax_ce,adamw,25700.0,34663.0,-8963.0
transformer_add97_f0.3_wd3.0_softmax_ce_s0,h1_max_persistence_normalised,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,49300.0,102457.0,-53157.0
transformer_add97_f0.3_wd3.0_softmax_ce_s0,h1_total_persistence_normalised,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,49300.0,87479.0,-38179.0
transformer_add97_f0.3_wd3.0_softmax_ce_s0,h1_max_persistence,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,49300.0,102457.0,-53157.0
transformer_add97_f0.3_wd3.0_softmax_ce_s1,h1_max_persistence_normalised,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,63700.0,120000.0,-56300.0
transformer_add97_f0.3_wd3.0_softmax_ce_s1,h1_total_persistence_normalised,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,63700.0,80833.0,-17133.0
transformer_add97_f0.3_wd3.0_softmax_ce_s1,h1_max_persistence,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,63700.0,120000.0,-56300.0
transformer_add97_f0.3_wd3.0_softmax_ce_s2,h1_max_persistence_normalised,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,47500.0,74691.0,-27191.0
transformer_add97_f0.3_wd3.0_softmax_ce_s2,h1_total_persistence_normalised,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,47500.0,58927.0,-11427.0
transformer_add97_f0.3_wd3.0_softmax_ce_s2,h1_max_persistence,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,47500.0,74691.0,-27191.0
transformer_add97_f0.3_wd3.0_softmax_ce_s3,h1_max_persistence_normalised,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,78000.0,120000.0,-42000.0
transformer_add97_f0.3_wd3.0_softmax_ce_s3,h1_total_persistence_normalised,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,78000.0,,
transformer_add97_f0.3_wd3.0_softmax_ce_s3,h1_max_persistence,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,78000.0,120000.0,-42000.0
transformer_add97_f0.3_wd3.0_softmax_ce_s4,h1_max_persistence_normalised,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,39100.0,87479.0,-48379.0
transformer_add97_f0.3_wd3.0_softmax_ce_s4,h1_total_persistence_normalised,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,39100.0,87479.0,-48379.0
transformer_add97_f0.3_wd3.0_softmax_ce_s4,h1_max_persistence,transformer,add,97,0.3,3.0,False,softmax_ce,adamw,39100.0,94673.0,-55573.0
transformer_add97_f0.4_wd0.0_softmax_ce_s0,h1_max_persistence_normalised,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,3800.0,3071.0,729.0
transformer_add97_f0.4_wd0.0_softmax_ce_s0,h1_total_persistence_normalised,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,3800.0,2687.0,1113.0
transformer_add97_f0.4_wd0.0_softmax_ce_s0,h1_max_persistence,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,3800.0,3071.0,729.0
transformer_add97_f0.4_wd0.0_softmax_ce_s1,h1_max_persistence_normalised,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,8800.0,6856.0,1944.0
transformer_add97_f0.4_wd0.0_softmax_ce_s1,h1_total_persistence_normalised,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,8800.0,14313.0,-5513.0
transformer_add97_f0.4_wd0.0_softmax_ce_s1,h1_max_persistence,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,8800.0,6856.0,1944.0
transformer_add97_f0.4_wd0.0_softmax_ce_s2,h1_max_persistence_normalised,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,,162.0,
transformer_add97_f0.4_wd0.0_softmax_ce_s2,h1_total_persistence_normalised,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,,576.0,
transformer_add97_f0.4_wd0.0_softmax_ce_s2,h1_max_persistence,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,,162.0,
transformer_add97_f0.4_wd0.0_softmax_ce_s3,h1_max_persistence_normalised,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,4900.0,1682.0,3218.0
transformer_add97_f0.4_wd0.0_softmax_ce_s3,h1_total_persistence_normalised,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,4900.0,3754.0,1146.0
transformer_add97_f0.4_wd0.0_softmax_ce_s3,h1_max_persistence,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,4900.0,1682.0,3218.0
transformer_add97_f0.4_wd0.0_softmax_ce_s4,h1_max_persistence_normalised,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,,2198.0,
transformer_add97_f0.4_wd0.0_softmax_ce_s4,h1_total_persistence_normalised,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,,6856.0,
transformer_add97_f0.4_wd0.0_softmax_ce_s4,h1_max_persistence,transformer,add,97,0.4,0.0,False,softmax_ce,orthograd_adamw,,2198.0,
transformer_add97_f0.4_wd0.0_stablemax_ce_s0,h1_max_persistence_normalised,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,,7518.0,
transformer_add97_f0.4_wd0.0_stablemax_ce_s0,h1_total_persistence_normalised,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,,521.0,
transformer_add97_f0.4_wd0.0_stablemax_ce_s0,h1_max_persistence,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,,,
transformer_add97_f0.4_wd0.0_stablemax_ce_s1,h1_max_persistence_normalised,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,,62.0,
transformer_add97_f0.4_wd0.0_stablemax_ce_s1,h1_total_persistence_normalised,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,,,
transformer_add97_f0.4_wd0.0_stablemax_ce_s1,h1_max_persistence,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,,,
transformer_add97_f0.4_wd0.0_stablemax_ce_s2,h1_max_persistence_normalised,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,,482.0,
transformer_add97_f0.4_wd0.0_stablemax_ce_s2,h1_total_persistence_normalised,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,,,
transformer_add97_f0.4_wd0.0_stablemax_ce_s2,h1_max_persistence,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,,,
transformer_add97_f0.4_wd0.0_stablemax_ce_s3,h1_max_persistence_normalised,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,38100.0,225.0,37875.0
transformer_add97_f0.4_wd0.0_stablemax_ce_s3,h1_total_persistence_normalised,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,38100.0,27497.0,10603.0
transformer_add97_f0.4_wd0.0_stablemax_ce_s3,h1_max_persistence,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,38100.0,13840.0,24260.0
transformer_add97_f0.4_wd0.0_stablemax_ce_s4,h1_max_persistence_normalised,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,,762.0,
transformer_add97_f0.4_wd0.0_stablemax_ce_s4,h1_total_persistence_normalised,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,,,
transformer_add97_f0.4_wd0.0_stablemax_ce_s4,h1_max_persistence,transformer,add,97,0.4,0.0,False,stablemax_ce,adamw,,,
transformer_add97_f0.4_wd1.0_softmax_ce_s0,h1_max_persistence_normalised,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,11600.0,15741.0,-4141.0
transformer_add97_f0.4_wd1.0_softmax_ce_s0,h1_total_persistence_normalised,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,11600.0,21192.0,-9592.0
transformer_add97_f0.4_wd1.0_softmax_ce_s0,h1_max_persistence,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,11600.0,16955.0,-5355.0
transformer_add97_f0.4_wd1.0_softmax_ce_s1,h1_max_persistence_normalised,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,9400.0,13566.0,-4166.0
transformer_add97_f0.4_wd1.0_softmax_ce_s1,h1_total_persistence_normalised,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,9400.0,16955.0,-7555.0
transformer_add97_f0.4_wd1.0_softmax_ce_s1,h1_max_persistence,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,9400.0,18264.0,-8864.0
transformer_add97_f0.4_wd1.0_softmax_ce_s2,h1_max_persistence_normalised,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,4900.0,9355.0,-4455.0
transformer_add97_f0.4_wd1.0_softmax_ce_s2,h1_total_persistence_normalised,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,4900.0,8062.0,-3162.0
transformer_add97_f0.4_wd1.0_softmax_ce_s2,h1_max_persistence,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,4900.0,21192.0,-16292.0
transformer_add97_f0.4_wd1.0_softmax_ce_s3,h1_max_persistence_normalised,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,8800.0,22827.0,-14027.0
transformer_add97_f0.4_wd1.0_softmax_ce_s3,h1_total_persistence_normalised,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,8800.0,26486.0,-17686.0
transformer_add97_f0.4_wd1.0_softmax_ce_s3,h1_max_persistence,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,8800.0,18264.0,-9464.0
transformer_add97_f0.4_wd1.0_softmax_ce_s4,h1_max_persistence_normalised,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,6100.0,8685.0,-2585.0
transformer_add97_f0.4_wd1.0_softmax_ce_s4,h1_total_persistence_normalised,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,6100.0,10854.0,-4754.0
transformer_add97_f0.4_wd1.0_softmax_ce_s4,h1_max_persistence,transformer,add,97,0.4,1.0,False,softmax_ce,adamw,6100.0,10854.0,-4754.0
transformer_add97_f0.5_wd1.0_softmax_ce_s0,h1_max_persistence_normalised,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,2900.0,11692.0,-8792.0
transformer_add97_f0.5_wd1.0_softmax_ce_s0,h1_total_persistence_normalised,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,2900.0,38410.0,-35510.0
transformer_add97_f0.5_wd1.0_softmax_ce_s0,h1_max_persistence,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,2900.0,12594.0,-9694.0
transformer_add97_f0.5_wd1.0_softmax_ce_s1,h1_max_persistence_normalised,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,3500.0,10854.0,-7354.0
transformer_add97_f0.5_wd1.0_softmax_ce_s1,h1_total_persistence_normalised,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,3500.0,13566.0,-10066.0
transformer_add97_f0.5_wd1.0_softmax_ce_s1,h1_max_persistence,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,3500.0,13566.0,-10066.0
transformer_add97_f0.5_wd1.0_softmax_ce_s2,h1_max_persistence_normalised,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,2400.0,19673.0,-17273.0
transformer_add97_f0.5_wd1.0_softmax_ce_s2,h1_total_persistence_normalised,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,2400.0,7485.0,-5085.0
transformer_add97_f0.5_wd1.0_softmax_ce_s2,h1_max_persistence,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,2400.0,19673.0,-17273.0
transformer_add97_f0.5_wd1.0_softmax_ce_s3,h1_max_persistence_normalised,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,3000.0,5560.0,-2560.0
transformer_add97_f0.5_wd1.0_softmax_ce_s3,h1_total_persistence_normalised,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,3000.0,7485.0,-4485.0
transformer_add97_f0.5_wd1.0_softmax_ce_s3,h1_max_persistence,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,3000.0,41374.0,-38374.0
transformer_add97_f0.5_wd1.0_softmax_ce_s4,h1_max_persistence_normalised,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,3600.0,12594.0,-8994.0
transformer_add97_f0.5_wd1.0_softmax_ce_s4,h1_total_persistence_normalised,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,3600.0,12594.0,-8994.0
transformer_add97_f0.5_wd1.0_softmax_ce_s4,h1_max_persistence,transformer,add,97,0.5,1.0,False,softmax_ce,adamw,3600.0,13566.0,-9966.0
transformer_add97_permuted_s0,h1_max_persistence_normalised,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,4791.0,
transformer_add97_permuted_s0,h1_total_persistence_normalised,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,8062.0,
transformer_add97_permuted_s0,h1_max_persistence,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,8062.0,
transformer_add97_permuted_s1,h1_max_persistence_normalised,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,18264.0,
transformer_add97_permuted_s1,h1_total_persistence_normalised,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,55701.0,
transformer_add97_permuted_s1,h1_max_persistence,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,18264.0,
transformer_add97_permuted_s2,h1_max_persistence_normalised,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,16955.0,
transformer_add97_permuted_s2,h1_total_persistence_normalised,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,16955.0,
transformer_add97_permuted_s2,h1_max_persistence,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,16955.0,
transformer_add97_permuted_s3,h1_max_persistence_normalised,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,,
transformer_add97_permuted_s3,h1_total_persistence_normalised,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,38410.0,
transformer_add97_permuted_s3,h1_max_persistence,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,33103.0,
transformer_add97_permuted_s4,h1_max_persistence_normalised,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,38410.0,
transformer_add97_permuted_s4,h1_total_persistence_normalised,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,38410.0,
transformer_add97_permuted_s4,h1_max_persistence,transformer,add,97,0.3,1.0,True,softmax_ce,adamw,,38410.0,
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,15900.0,18062.0,-2162.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,15900.0,18062.0,-2162.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s0,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,15900.0,18062.0,-2162.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,36300.0,39318.0,-3018.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,36300.0,39318.0,-3018.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s1,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,36300.0,45937.0,-9637.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s10,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,35100.0,250000.0,-214900.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s10,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,35100.0,39404.0,-4304.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s10,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,35100.0,250000.0,-214900.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s11,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,23400.0,25893.0,-2493.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s11,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,23400.0,30629.0,-7229.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s11,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,23400.0,25893.0,-2493.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s12,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,18800.0,250000.0,-231200.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s12,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,18800.0,21889.0,-3089.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s12,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,18800.0,250000.0,-231200.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s13,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,46200.0,127691.0,-81491.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s13,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,46200.0,55136.0,-8936.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s13,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,46200.0,127691.0,-81491.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s14,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,47100.0,50695.0,-3595.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s14,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,47100.0,50695.0,-3595.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s14,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,47100.0,50695.0,-3595.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,89700.0,62704.0,26996.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,89700.0,58011.0,31689.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s2,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,89700.0,100000.0,-10300.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,83200.0,85592.0,-2392.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,83200.0,85592.0,-2392.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s3,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,83200.0,100000.0,-16800.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,17100.0,19523.0,-2423.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,17100.0,19523.0,-2423.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s4,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,17100.0,,
transformer_compose120_f0.6_wd1.0_softmax_ce_s5,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,30600.0,30629.0,-29.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s5,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,30600.0,36230.0,-5630.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s5,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,30600.0,229862.0,-199262.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s6,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,42300.0,42856.0,-556.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s6,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,42300.0,42856.0,-556.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s6,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,42300.0,107948.0,-65648.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s7,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,38700.0,39404.0,-704.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s7,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,38700.0,42856.0,-4156.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s7,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,38700.0,39404.0,-704.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s8,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,17300.0,23807.0,-6507.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s8,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,17300.0,23807.0,-6507.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s8,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,17300.0,21889.0,-4589.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s9,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,16800.0,178669.0,-161869.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s9,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,16800.0,18505.0,-1705.0
transformer_compose120_f0.6_wd1.0_softmax_ce_s9,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,16800.0,178669.0,-161869.0
transformer_compose97_f0.4_wd1.0_softmax_ce_s0,h1_max_persistence_normalised,transformer,compose,120,0.4,1.0,False,softmax_ce,adamw,,85592.0,
transformer_compose97_f0.4_wd1.0_softmax_ce_s0,h1_total_persistence_normalised,transformer,compose,120,0.4,1.0,False,softmax_ce,adamw,,85592.0,
transformer_compose97_f0.4_wd1.0_softmax_ce_s0,h1_max_persistence,transformer,compose,120,0.4,1.0,False,softmax_ce,adamw,,85592.0,
transformer_compose97_f0.4_wd1.0_softmax_ce_s1,h1_max_persistence_normalised,transformer,compose,120,0.4,1.0,False,softmax_ce,adamw,,73260.0,
transformer_compose97_f0.4_wd1.0_softmax_ce_s1,h1_total_persistence_normalised,transformer,compose,120,0.4,1.0,False,softmax_ce,adamw,,100000.0,
transformer_compose97_f0.4_wd1.0_softmax_ce_s1,h1_max_persistence,transformer,compose,120,0.4,1.0,False,softmax_ce,adamw,,10478.0,
transformer_compose97_f0.5_wd1.0_softmax_ce_s0,h1_max_persistence_normalised,transformer,compose,120,0.5,1.0,False,softmax_ce,adamw,100000.0,100000.0,0.0
transformer_compose97_f0.5_wd1.0_softmax_ce_s0,h1_total_persistence_normalised,transformer,compose,120,0.5,1.0,False,softmax_ce,adamw,100000.0,100000.0,0.0
transformer_compose97_f0.5_wd1.0_softmax_ce_s0,h1_max_persistence,transformer,compose,120,0.5,1.0,False,softmax_ce,adamw,100000.0,100000.0,0.0
transformer_compose97_f0.5_wd1.0_softmax_ce_s1,h1_max_persistence_normalised,transformer,compose,120,0.5,1.0,False,softmax_ce,adamw,86600.0,73260.0,13340.0
transformer_compose97_f0.5_wd1.0_softmax_ce_s1,h1_total_persistence_normalised,transformer,compose,120,0.5,1.0,False,softmax_ce,adamw,86600.0,92516.0,-5916.0
transformer_compose97_f0.5_wd1.0_softmax_ce_s1,h1_max_persistence,transformer,compose,120,0.5,1.0,False,softmax_ce,adamw,86600.0,45937.0,40663.0
transformer_compose97_f0.6_wd1.0_softmax_ce_s0,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,13900.0,16710.0,-2810.0
transformer_compose97_f0.6_wd1.0_softmax_ce_s0,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,13900.0,16710.0,-2810.0
transformer_compose97_f0.6_wd1.0_softmax_ce_s0,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,13900.0,16710.0,-2810.0
transformer_compose97_f0.6_wd1.0_softmax_ce_s1,h1_max_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,39500.0,45937.0,-6437.0
transformer_compose97_f0.6_wd1.0_softmax_ce_s1,h1_total_persistence_normalised,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,39500.0,45937.0,-6437.0
transformer_compose97_f0.6_wd1.0_softmax_ce_s1,h1_max_persistence,transformer,compose,120,0.6,1.0,False,softmax_ce,adamw,39500.0,49653.0,-10153.0
transformer_div97_f0.5_wd1.0_softmax_ce_s0,h1_max_persistence_normalised,transformer,div,97,0.5,1.0,False,softmax_ce,adamw,8100.0,13566.0,-5466.0
transformer_div97_f0.5_wd1.0_softmax_ce_s0,h1_total_persistence_normalised,transformer,div,97,0.5,1.0,False,softmax_ce,adamw,8100.0,13566.0,-5466.0
transformer_div97_f0.5_wd1.0_softmax_ce_s0,h1_max_persistence,transformer,div,97,0.5,1.0,False,softmax_ce,adamw,8100.0,60000.0,-51900.0
transformer_div97_f0.5_wd1.0_softmax_ce_s1,h1_max_persistence_normalised,transformer,div,97,0.5,1.0,False,softmax_ce,adamw,9100.0,14613.0,-5513.0
transformer_div97_f0.5_wd1.0_softmax_ce_s1,h1_total_persistence_normalised,transformer,div,97,0.5,1.0,False,softmax_ce,adamw,9100.0,15741.0,-6641.0
transformer_div97_f0.5_wd1.0_softmax_ce_s1,h1_max_persistence,transformer,div,97,0.5,1.0,False,softmax_ce,adamw,9100.0,11692.0,-2592.0
transformer_div97_f0.5_wd1.0_softmax_ce_s2,h1_max_persistence_normalised,transformer,div,97,0.5,1.0,False,softmax_ce,adamw,8200.0,12594.0,-4394.0
transformer_div97_f0.5_wd1.0_softmax_ce_s2,h1_total_persistence_normalised,transformer,div,97,0.5,1.0,False,softmax_ce,adamw,8200.0,11692.0,-3492.0
transformer_div97_f0.5_wd1.0_softmax_ce_s2,h1_max_persistence,transformer,div,97,0.5,1.0,False,softmax_ce,adamw,8200.0,18264.0,-10064.0
transformer_div97_f0.5_wd1.0_softmax_ce_s3,h1_max_persistence_normalised,transformer,div,97,0.5,1.0,False,softmax_ce,adamw,6000.0,10077.0,-4077.0
transformer_div97_f0.5_wd1.0_softmax_ce_s3,h1_total_persistence_normalised,transformer,div,97,0.5,1.0,False,softmax_ce,adamw,6000.0,10854.0,-4854.0
