step,ph_dim,run,t_g,operation,weight_decay,label_permutation,generalisation_gap,fits_train_set
52980,1.2152963332766336,transformer_add113_f0.3_wd0.1_dense_s1,12000.0,add,0.1,False,-5.960464477539063e-08,True
53980,1.2150002921568366,transformer_add113_f0.3_wd0.1_dense_s1,12000.0,add,0.1,False,-5.960464477539063e-08,True
54980,1.1699001400193296,transformer_add113_f0.3_wd0.1_dense_s1,12000.0,add,0.1,False,-5.960464477539063e-08,True
55980,1.2367663408128666,transformer_add113_f0.3_wd0.1_dense_s1,12000.0,add,0.1,False,-5.960464477539063e-08,True
56980,1.1566341520529884,transformer_add113_f0.3_wd0.1_dense_s1,12000.0,add,0.1,False,-5.960464477539063e-08,True
57980,1.232366801617231,transformer_add113_f0.3_wd0.1_dense_s1,12000.0,add,0.1,False,-5.960464477539063e-08,True
58980,1.18104661891321,transformer_add113_f0.3_wd0.1_dense_s1,12000.0,add,0.1,False,-5.960464477539063e-08,True
59980,1.1890790564179972,transformer_add113_f0.3_wd0.1_dense_s1,12000.0,add,0.1,False,-5.960464477539063e-08,True
3980,1.400588837434492,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
4980,1.2405246193978006,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
5980,1.2382412126011464,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
6980,1.2663934888018222,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
7980,1.4444109455071603,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
8980,1.3856165881517275,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
9980,1.3632311138727864,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
10980,1.4745615095957638,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
11980,1.2498387483187912,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
12980,1.3486334069286368,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
13980,1.1936014627206322,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
14980,1.239181882027069,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
15980,1.185564774696752,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
16980,1.292559614288581,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
17980,1.189299496582434,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
18980,1.1539448971259108,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
19980,1.2769558194025976,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
20980,1.1693802207128725,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
21980,1.1375637645033232,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
22980,1.1571332943085613,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
23980,1.205839215426728,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
24980,1.2329018525185749,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
25980,1.2317850461105226,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
26980,1.2502671459104686,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
27980,1.2249661264944671,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
28980,1.1960812097254057,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
29980,1.2383792018076636,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
30980,1.1623324658411145,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
31980,1.155384644932644,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
32980,1.1303625796787145,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
33980,1.216138286737375,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
34980,1.2355225297283636,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
35980,1.2086390929181472,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
36980,1.2267267449768129,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
37980,1.2428803847490355,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
38980,1.1995448307770908,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
39980,1.2382383495452745,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
40980,1.3648867608211828,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
41980,1.276873949129378,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
42980,1.1555527580317535,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
43980,1.135206559909629,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
44980,1.214853301205788,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
45980,1.1995221498560429,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
46980,1.248068031852798,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
47980,1.250512365867542,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
48980,1.341409347830178,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
49980,1.158663057038623,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
50980,1.286440779955609,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
51980,1.3864660705664278,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
52980,1.1389813934135906,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
53980,1.1901999244842043,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
54980,1.1292577094180685,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
55980,1.1715278607057795,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
56980,1.1880943815871436,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
57980,1.196799535681942,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
58980,1.1651146415916316,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
59980,1.1263166725935394,transformer_add113_f0.3_wd0.1_dense_s2,13500.0,add,0.1,False,-5.960464477539063e-08,True
3980,1.4018433143853528,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
4980,1.2317281115212295,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
5980,1.3356605967970945,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
6980,1.3774427814435506,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
7980,1.3069126591400135,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
8980,1.3471803534513382,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
9980,1.3110392380171871,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
10980,1.3222222857101145,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
11980,1.263548651198571,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
12980,1.1642239162050023,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
13980,1.1885575716109271,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
14980,1.2011960441328708,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
15980,1.184225321651324,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
16980,1.2133371337577852,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
17980,1.173197401067366,transformer_add113_f0.3_wd0.1_dense_s3,11500.0,add,0.1,False,-5.960464477539063e-08,True
