step,h1_max_persistence_normalised,fourier_concentration,fourier_concentration_group,fourier_concentration_k1,fourier_concentration_k2,fourier_concentration_k3,fourier_concentration_k5,fourier_concentration_k10,fourier_concentration_k20,fourier_concentration_group_k1,fourier_concentration_group_k2,fourier_concentration_group_k3,fourier_concentration_group_k5,fourier_concentration_group_k10,fourier_concentration_group_k20,run,operation,t_g
5,0.0536388231631597,0.1173498150995274,0.1218406913592598,0.0236253286343799,0.0472203751814051,0.070790195420355,0.1173498150995274,0.2312545438484271,0.4490039471702211,0.0258552075136997,0.0500055309955808,0.0740150787987879,0.1218406913592598,0.2374038771995563,0.4547897090305811,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
6,0.0537659465300628,0.1173518997296141,0.121843104825926,0.0236261522450297,0.0472219732274478,0.0707888460722173,0.1173518997296141,0.2312532896708298,0.4490089233482168,0.0258530542160508,0.0500042925618653,0.0740154839262704,0.121843104825926,0.2373999365706622,0.4547840246207675,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
7,0.0538959540522683,0.1173537653736671,0.1218459746800239,0.0236265058697775,0.0472229956899099,0.070787302320778,0.1173537653736671,0.2312521834031265,0.4490138527906175,0.0258511518384972,0.0500035135409934,0.0740162675429706,0.1218459746800239,0.2373966015576826,0.4547783207908949,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
8,0.0540234104759532,0.1173552149903086,0.1218493387547097,0.0236263721873781,0.0472233997252284,0.0707854222117218,0.1173552149903086,0.2312507279705014,0.449017977170235,0.0258495477991001,0.050003261943533,0.0740174509126836,0.1218493387547097,0.237393791030932,0.4547729201827403,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
9,0.0541344555876723,0.117356043477372,0.1218531217417151,0.0236258143858189,0.0472232693264048,0.0707831634825669,0.117356043477372,0.2312513589039843,0.4490210984832318,0.0258483028275537,0.050003573545235,0.0740190108082595,0.1218531217417151,0.2373911461837013,0.4547678616730975,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
10,0.0541593454075463,0.1173562056821355,0.12185720011866,0.0236247568648024,0.0472225349452903,0.0707804226994111,0.1173562056821355,0.2312533650640192,0.4490229376369311,0.0258474394310139,0.050004470354756,0.0740209537972286,0.12185720011866,0.2373881991210746,0.454762563112308,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
11,0.0541750730375805,0.1173557179675975,0.1218615350832566,0.0236232192830984,0.0472212623983011,0.0707772989317268,0.1173557179675975,0.2312547807187137,0.4490234895930365,0.0258469220879968,0.0500059219857066,0.0740232291063132,0.1218615350832566,0.2373847690536015,0.4547570294178552,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
12,0.0541847708388904,0.1173546285820808,0.1218664627614172,0.0236212786935234,0.0472195275159321,0.0707791765680741,0.1173546285820808,0.2312553595775792,0.4490232498176872,0.0258467543995304,0.0500079542084181,0.0740259900379026,0.1218664627614172,0.2373810103407861,0.4547512472635011,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
13,0.054188371317421,0.1173530954066855,0.1218722163708348,0.0236189724332886,0.0472174402941839,0.0707811809243008,0.1173530954066855,0.2312552803902273,0.4490225281164308,0.0258468168278021,0.050010436803312,0.0740293190074802,0.1218722163708348,0.2373772213573236,0.4547453675764021,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
15,0.0541695637466636,0.117349342296301,0.121886434806098,0.0236132015655482,0.0472122355829238,0.0707840634291411,0.117349342296301,0.2312543570918548,0.4490202808340486,0.0258473666013903,0.0500164134788503,0.0740373985203879,0.121886434806098,0.2373706250963097,0.4547326602136993,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
16,0.0541523782713756,0.1173468888206285,0.1218943461478902,0.0236096218960526,0.0472090505452283,0.0707848165996807,0.1173468888206285,0.2312536430819977,0.4490188969704869,0.0258476129754277,0.0500195669289065,0.0740416136647258,0.1218943461478902,0.2373677045658635,0.4547251319320393,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
17,0.0541347409256169,0.1173436111877583,0.1219020123396182,0.023605407363354,0.0472052735527604,0.0707848045265897,0.1173436111877583,0.2312527333254375,0.4490172791130897,0.025847618858713,0.0500224107513679,0.074045393091804,0.1219020123396182,0.2373643718163123,0.4547159149113636,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
18,0.0541167882190524,0.1173392960413175,0.1219090745512575,0.0236005151561679,0.0472008085220155,0.0707838725242966,0.1173392960413175,0.2312515404727051,0.4490150063265076,0.0258472362098564,0.0500247484988867,0.074048503054248,0.1219090745512575,0.2373602867916772,0.4547050278642134,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
20,0.0540927608868081,0.1173278874671062,0.1219213078877883,0.0236010939873028,0.0471904945551899,0.0707794416813613,0.1173278874671062,0.2312490829045104,0.449008439802098,0.0258453382355239,0.0500277460070077,0.0740527629306561,0.1219213078877883,0.23735010736903,0.4546798498379785,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
21,0.0540864094382991,0.117320988329712,0.1219266697728941,0.0236015284896285,0.0471937138333375,0.0707762138827355,0.117320988329712,0.2312477309183503,0.4490040165653911,0.0258438877173913,0.0500282899990838,0.0740539068625615,0.1219266697728941,0.2373445084907485,0.4546665131094266,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
23,0.0540835396230626,0.1173054482152639,0.1219366483637367,0.0236027381467034,0.0471995444047817,0.0707683640047803,0.1173054482152639,0.2312450387360208,0.4489929202860478,0.0258400788625815,0.0500271513894934,0.074053962436301,0.1219366483637367,0.2373335793412471,0.4546461629369317,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
24,0.0540832215208203,0.1172969362430237,0.121941337708599,0.0236034814644127,0.0472019951892602,0.0707638209713977,0.1172969362430237,0.2312434732251606,0.4489863607936606,0.0258376272374052,0.0500253255745985,0.0740526231792196,0.121941337708599,0.2373281027282011,0.4546390330758001,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
26,0.0540847781866018,0.1172900746804509,0.1219503050260914,0.0236048534941777,0.0472053093412942,0.0707534915392891,0.1172900746804509,0.2312396880467205,0.448971144446502,0.0258314563401144,0.0500191491963067,0.0740465753259562,0.1219503050260914,0.2373172184753441,0.4546248014516753,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
28,0.0540900487053547,0.1172829377040803,0.1219590585676037,0.0236049275606985,0.0472052473068128,0.0707430599226881,0.1172829377040803,0.2312338507186422,0.4489528852420097,0.0258239948931489,0.0500105818548794,0.074036863353749,0.1219590585676037,0.2373049733192651,0.454608369813588,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
31,0.0540335623672688,0.1172704444438182,0.1219723562075829,0.02360198857639,0.0471983066267759,0.0707339896497674,0.1172704444438182,0.2312226168499651,0.4489244935279994,0.0258107840116614,0.0499965139803962,0.074018292433675,0.1219723562075829,0.2372825208234911,0.4545814023463462,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
33,0.0539398751541207,0.1172645539163552,0.1219858108219822,0.0236003407050528,0.0471919659741311,0.0707272350250174,0.1172645539163552,0.2312145243842165,0.4489058873529455,0.0258030472881001,0.0499900353104535,0.0740076365766908,0.1219858108219822,0.2372704878295321,0.4545636030005007,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
35,0.0537962123260468,0.1172624318644152,0.1220039468167496,0.0235994021015397,0.0471862704190837,0.0707222224889986,0.1172624318644152,0.2312069478040602,0.4488886013549161,0.0257972393084798,0.0499865506932593,0.074007581431646,0.1220039468167496,0.2372602934781025,0.4545422631255244,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
38,0.0534382944325331,0.1172662896432403,0.1220332845865007,0.0235987346794834,0.0471789247372619,0.0707175408846771,0.1172662896432403,0.2312000044205853,0.4488663867139443,0.0257910927999838,0.0499839580121699,0.0740249493377353,0.1220332845865007,0.2372429901790322,0.4545026664322289,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
41,0.0529051328853048,0.1172757757586239,0.1220558800001668,0.0235995240910749,0.0471727617420556,0.0707156429138919,0.1172757757586239,0.231201373305223,0.4488397920480706,0.0257855302414622,0.049980297604712,0.0740339604593309,0.1220558800001668,0.2372195145810786,0.4544553404209644,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
44,0.0524435370844223,0.1172899934415349,0.122073011557937,0.0236023209371657,0.0471708541562912,0.0707178698400544,0.1172899934415349,0.2312100651350846,0.4488107992653228,0.0257774623631271,0.0499744746153803,0.0740332801747417,0.122073011557937,0.2372011458457477,0.454412739977591,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
48,0.051989407456651,0.1173041766825719,0.1221053952050725,0.0236052446440623,0.0471708240090358,0.0707220250546927,0.1173041766825719,0.231217795567129,0.4487907631879186,0.025761992539674,0.0499639074506813,0.0740473715573292,0.1221053952050725,0.23720630325251,0.4543747053894907,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
51,0.0516747689372759,0.1173011206245003,0.1221345272747416,0.023604510574622,0.0471667888621302,0.0707154525905662,0.1173011206245003,0.2312159667564679,0.4487756304888329,0.025750357419202,0.0499524013608217,0.0740648861394079,0.1221345272747416,0.2372222790493817,0.4543515493700338,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
55,0.0512641348009022,0.1172796270523195,0.1221722861391288,0.0236006717834598,0.0471557594330558,0.0706928728866816,0.1172796270523195,0.2311933078395261,0.4487263105008876,0.025741768180204,0.0499400333218382,0.0740909603900585,0.1221722861391288,0.2372577644019591,0.4543258508612829,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
60,0.0507959996543903,0.1172511853940109,0.1222379064012655,0.0235989616526646,0.0471388609863906,0.0706697916471361,0.1172511853940109,0.2311596361523875,0.4486607333981139,0.0257389531009668,0.0499374579737703,0.0741343359430628,0.1222379064012655,0.2373303579512325,0.4542998576538776,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
64,0.0504613025120922,0.1172403541157022,0.1223009182220289,0.0236055813268333,0.0471347675887729,0.0706602594634308,0.1172403541157022,0.2311601061103451,0.4486246553690395,0.0257448741781071,0.0499838641910821,0.0741846380784733,0.1223009182220289,0.2374034420634137,0.4543149481384047,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
69,0.0498750839848777,0.1172565119408859,0.122378864330605,0.0236224449758616,0.0471471742818553,0.0706627939095418,0.1172565119408859,0.2311883812947582,0.4486076871338539,0.025761758289805,0.0500429268811358,0.0742465373211738,0.122378864330605,0.2375035446683251,0.4543353383230738,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
75,0.0488157282026712,0.1172843796984434,0.1224594779216424,0.0236483796885728,0.0471895211916182,0.0707148086456764,0.1172843796984434,0.2312269448360528,0.4486178198179939,0.0257810185556709,0.0501088045983506,0.0743042646296347,0.1224594779216424,0.2376101810635171,0.4543493553549471,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
80,0.0480797338116864,0.11730330201739,0.1225286867499535,0.0236711789906309,0.047226778569663,0.0707621422483099,0.11730330201739,0.2312366908952098,0.4486161508680319,0.0257969916156904,0.0501657735861338,0.0743565230116577,0.1225286867499535,0.2377097662843575,0.4543909491918998,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
87,0.0477334471111594,0.1173149348821706,0.1226246101001759,0.023697909646332,0.0472648512734862,0.0708201210141811,0.1173149348821706,0.2312188707282446,0.4485990316544376,0.0258142084044456,0.0502333458298347,0.0744649724099566,0.1226246101001759,0.237860542987783,0.4544914393337989,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
93,0.0478751416426332,0.1173108756683295,0.1226884316894423,0.0237132921829912,0.0472854216484412,0.0708526210186772,0.1173108756683295,0.2311953535175779,0.4485889632969955,0.0258275940377441,0.0502789157050966,0.0745480119404063,0.1226884316894423,0.2380008664475602,0.4546016340020715,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
100,0.0483988248903086,0.1172958221711338,0.1227370831462566,0.0237241721492484,0.0473022172298401,0.0708723667289315,0.1172958221711338,0.2311573371846617,0.4485674295310001,0.0258489195904682,0.0503186137822322,0.0746347715679872,0.1227370831462566,0.2381317076810766,0.454721835881449,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
108,0.0494829216652895,0.1172905595967018,0.1227744264341972,0.0237278705469882,0.0473168690290583,0.0708726361187534,0.1172905595967018,0.2311293878163166,0.4485705769769412,0.0258737184146839,0.0503506208596652,0.0746977654204994,0.1227744264341972,0.2382402415763624,0.4548495820954796,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
116,0.050362976438288,0.1172994877101586,0.1228070279802209,0.023721573779394,0.047325162480034,0.0708674997545378,0.1172994877101586,0.2311246526513939,0.4486015660277281,0.0259061148406093,0.0503744086410195,0.074741463052159,0.1228070279802209,0.2383288804418428,0.454950854721078,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
125,0.050580626771532,0.1172842600415131,0.1228144286553296,0.0237131809135948,0.0473276288912583,0.0708541306988519,0.1172842600415131,0.2310931789525664,0.4486078029936535,0.0259284293639014,0.0503830435009546,0.0747624171909766,0.1228144286553296,0.2383858413883808,0.4549989242487866,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
135,0.0504975541842585,0.117273007209431,0.1228247870651007,0.023718933929452,0.047345536382085,0.0708600500672205,0.117273007209431,0.2310856451116163,0.4486434395356047,0.0259437265555969,0.0503908726928571,0.074775428582873,0.1228247870651007,0.238461992806901,0.4550569142814596,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
146,0.0502552186895944,0.11727837566571,0.122840785716075,0.0237244576131122,0.0473647995081843,0.0708921619500215,0.11727837566571,0.2310940390361912,0.4486822368854687,0.0259460463621222,0.0503859926785629,0.0747789322479515,0.122840785716075,0.2385323400478111,0.4551200682461709,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
157,0.049801950063827,0.1172867036593812,0.1228572233828507,0.0237256680649632,0.0473789208273225,0.0709220165680934,0.1172867036593812,0.2311195656532935,0.4487335411401421,0.0259544133302199,0.0503891066663574,0.0747910502107691,0.1228572233828507,0.2385773488980012,0.4551701692925918,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
169,0.0490783545173705,0.1172989110524075,0.1228700099523046,0.0237334000100199,0.0473946516305045,0.0709449077170744,0.1172989110524075,0.2311582116809426,0.4488123163664088,0.0259657461548612,0.0503989845821169,0.0748048100517946,0.1228700099523046,0.2386143569835389,0.4552122141182627,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
182,0.0484928468725892,0.1173100649346149,0.1228914574125523,0.0237420326105163,0.0474075131818219,0.0709662720305579,0.1173100649346149,0.2312056445855166,0.4488973194590581,0.0259770955383062,0.0504177291226627,0.0748267129867079,0.1228914574125523,0.2386669628886545,0.4552517132681498,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
196,0.0478752645757898,0.1173168126886153,0.1229043998699671,0.0237495965114665,0.0474226079244201,0.07098421372468,0.1173168126886153,0.2312571008104422,0.4489647247492496,0.0259833033739416,0.0504231492666206,0.0748406148494602,0.1229043998699671,0.2387135495107033,0.4552793674012767,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
211,0.0479783489792773,0.1173286898741445,0.1229357975108642,0.0237598987198099,0.047438576765557,0.0710046523818058,0.1173286898741445,0.2313033770630438,0.4490200274971507,0.025992328980474,0.0504366911729832,0.0748711779494476,0.1229357975108642,0.2387708646250776,0.4553322048083911,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
227,0.047943904669002,0.1173333915450095,0.1229720836634654,0.0237698702780381,0.0474476445749885,0.0710160336585299,0.1173333915450095,0.2313248703322604,0.4490781441566379,0.0260035694123882,0.0504585094131773,0.0749047597296223,0.1229720836634654,0.2388250336181527,0.4553854271713139,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
245,0.0479432778531384,0.1173236118722617,0.1230066019752888,0.0237729403805417,0.047440219400191,0.0710070975225021,0.1173236118722617,0.2313275875402358,0.4491106407858415,0.0260126555213638,0.050479977166553,0.074938321152573,0.1230066019752888,0.238890761424051,0.4554501870191143,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
264,0.0478531329514141,0.1173041022350606,0.1230223192248177,0.0237656792963633,0.0474285658528621,0.070992615241097,0.1173041022350606,0.2313178781576648,0.4491165749861149,0.0260196587190839,0.0504974849768418,0.0749602862979606,0.1230223192248177,0.2389354722878012,0.455504770538206,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
284,0.047549975204881,0.1172923010426217,0.1230348481486954,0.0237658396800946,0.0474259202793337,0.070980886770375,0.1172923010426217,0.2313013572981273,0.4491265685413371,0.026020742213731,0.0505161530976825,0.0749814880808782,0.1230348481486954,0.2389793553370044,0.455558169368757,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
306,0.0472918976796932,0.1172685874865214,0.1230490361072397,0.0237634917846162,0.0474196543925303,0.0709637920628503,0.1172685874865214,0.2312720276409867,0.4491385803233153,0.0260228541340765,0.0505315275574835,0.0750064249327659,0.1230490361072397,0.2390297804136402,0.4556124802045574,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
330,0.0470425649240917,0.1172420789116686,0.1230586062213194,0.0237569045178492,0.0474092477298468,0.0709425851072685,0.1172420789116686,0.2312434992928983,0.4491516733588613,0.0260246749747579,0.0505447728381532,0.0750268372977982,0.1230586062213194,0.2390706988706282,0.4556564004689094,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
355,0.0467742866126911,0.1172232512847795,0.1230747029715971,0.0237579862342524,0.0474024373952867,0.0709251270975638,0.1172232512847795,0.2312168439281567,0.4491550902348514,0.0260252627914154,0.0505617894391078,0.0750526095741438,0.1230747029715971,0.2391198828373555,0.4556989503038209,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
383,0.0468528487097284,0.1172233692813605,0.1230760750969242,0.0237677063168327,0.0474085082892085,0.0709270059268459,0.1172233692813605,0.2312264595914046,0.4491490009218045,0.026026770025265,0.050578474131979,0.075074332748934,0.1230760750969242,0.2391577884452334,0.4557013126889245,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
412,0.0471632900827073,0.1172345428361091,0.1230738079399814,0.0237870156923895,0.0474240197518134,0.0709319989088389,0.1172345428361091,0.2312501568051435,0.4491334615167551,0.0260293009272721,0.0505964807327644,0.0750945318559033,0.1230738079399814,0.2391895500230546,0.4556907676583687,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
444,0.0477186751581822,0.1171724033627762,0.1231622271682192,0.0237591771143079,0.0473540756008869,0.0708771972789889,0.1171724033627762,0.2312000322683374,0.4489862004860555,0.0260283395315063,0.0506443243806135,0.075198182940851,0.1231622271682192,0.2393252896056524,0.4557973852990971,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
478,0.0475570798707598,0.1171868112143493,0.1231621369675737,0.0237656186717305,0.0473684009915425,0.0708756138912638,0.1171868112143493,0.2312115730227614,0.4489645626361895,0.0260354096949224,0.0506547198669796,0.0752080724676758,0.1231621369675737,0.2393515976946687,0.4557607673131769,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
515,0.0476759964921178,0.1171903621568639,0.1231484817344627,0.023776689072523,0.0473839181140016,0.0708744244837528,0.1171903621568639,0.2312138137519052,0.4489289380726677,0.0260320404656979,0.050656222493027,0.0752001254957178,0.1231484817344627,0.2393493607244269,0.4557218390241369,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
555,0.0479538097494208,0.1171955087263268,0.123136137802345,0.0237899392320709,0.0474015287065781,0.0708755133238902,0.1171955087263268,0.2312371644002244,0.4489068228152788,0.026025905743067,0.0506576863682421,0.0751954814903993,0.123136137802345,0.2393572404362005,0.4557052501328206,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
598,0.0483891722823022,0.117201295051968,0.1231287734684469,0.0237996272365273,0.0474155153333303,0.0708722621989158,0.117201295051968,0.2312664646095376,0.448883405576387,0.0260215313619384,0.0506630940280617,0.0751977436679672,0.1231287734684469,0.2393785800551884,0.4557029088673068,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
644,0.049240732932533,0.1171762318642315,0.1232104290035845,0.023786139820921,0.0473988395445831,0.0708534430277758,0.1171762318642315,0.2312431356821717,0.4488137382124267,0.0260246025994644,0.0507325657603345,0.0753061625784634,0.1232104290035845,0.239515014838077,0.4557957314192438,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
694,0.048830293587067,0.1170955163302868,0.1232710262262059,0.0237231586047692,0.0473455995542922,0.0707703197996509,0.1170955163302868,0.2310993497479855,0.4484760057417974,0.0260152167473973,0.0507847882879914,0.0754311339169805,0.1232710262262059,0.2396245636835098,0.4558340493402749,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
747,0.0488863730085048,0.1170523235262521,0.1232569038074484,0.0237252861892318,0.0473554959918241,0.0707330178490387,0.1170523235262521,0.2310339793747259,0.4483330566750694,0.0260155695930333,0.0507813179921088,0.0754129606222111,0.1232569038074484,0.2396018089950937,0.4558292519097225,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
805,0.0489652390407481,0.1170053635066859,0.1232661217917299,0.0237455311186846,0.0473787534424275,0.070696696685236,0.1170053635066859,0.230973344581629,0.4481865728374033,0.0260158791628817,0.0507928984802296,0.0754082956272023,0.1232661217917299,0.2396101219799361,0.455846797315102,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
867,0.0495119923125786,0.1169575029477794,0.1234409673293279,0.0237417170800489,0.0473575126963491,0.0706383712732555,0.1169575029477794,0.2308786851293131,0.4479323117088361,0.0260498976900934,0.0508920954047788,0.0755597097392829,0.1234409673293279,0.2398024870505884,0.4559899751222883,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
934,0.0502645568737843,0.1169442603206361,0.1234936946628169,0.0237441238532791,0.0473354834300901,0.0706107579091688,0.1169442603206361,0.2308233560084923,0.4477369969126614,0.0260791451093208,0.0509447442535274,0.0756459156120325,0.1234936946628169,0.2398341610850828,0.4559892195965384,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
1006,0.0507520720263265,0.1169253020698184,0.1234823338963472,0.0237700169951532,0.0473456534265315,0.0706225412335439,0.1169253020698184,0.2308180368186864,0.4477024176625554,0.0260765217087732,0.0509626924478184,0.0756381730123703,0.1234823338963472,0.2398395602663238,0.455997033230463,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
1083,0.0520283418447839,0.1168794504398295,0.1239387575818133,0.0237451093356156,0.0472703163335262,0.0705460351966989,0.1168794504398295,0.2306512541131888,0.4472083337540504,0.0262227771544002,0.0512652995495453,0.0761001527364737,0.1239387575818133,0.24035675202496,0.4565696642142537,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
1167,0.0521713845922159,0.1168322538550318,0.1238241826251795,0.0237347237262513,0.0472397019847192,0.070490175465598,0.1168322538550318,0.2305839395462036,0.4472057438624188,0.0262071404853996,0.0512344922989788,0.0760360704417242,0.1238241826251795,0.2402089534628168,0.4564503313566447,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
1257,0.0519773979657273,0.1167311702641405,0.1243398290802801,0.0236376873476944,0.047138316020698,0.0704395878546408,0.1167311702641405,0.2303154814513305,0.4465352447884038,0.0263484305931003,0.0516123269443273,0.076656227861443,0.1243398290802801,0.2408455766102406,0.4576040663756717,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
1354,0.0528353551936902,0.1167513775102404,0.1242206943231264,0.0236829047836859,0.0471624313277611,0.0704607598211192,0.1167513775102404,0.2302909493099314,0.4465609509348524,0.0263320757827943,0.0515805324227648,0.0765711136964508,0.1242206943231264,0.2407199032170306,0.4574937926982976,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
1459,0.0521476414238021,0.1166954871104722,0.1253054765923623,0.023624463018708,0.0471162206601856,0.0704719538632258,0.1166954871104722,0.2299099173176053,0.4457928152388322,0.0265741745464873,0.0520799067439851,0.0773129086681258,0.1253054765923623,0.2416042883572009,0.4591012336777688,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
1571,0.0523616802804784,0.1165764141426116,0.1263251481215346,0.0235425209966285,0.047022114157399,0.0703983356834698,0.1165764141426116,0.2294551980043404,0.4451557712890581,0.0267587815482589,0.0525558384355197,0.0781305112568256,0.1263251481215346,0.2425975524633569,0.4606807136348214,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
1692,0.0534896013009086,0.1165137919369297,0.1280061051200564,0.0235164694572798,0.0470080469142223,0.0704576446842001,0.1165137919369297,0.2289493930451974,0.4444356682319828,0.0271078144467407,0.0533812198435316,0.0793336034237558,0.1280061051200564,0.2447766405110374,0.4632852406818754,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
1823,0.056684032897864,0.11641321643936,0.1297677496033122,0.0235892218207718,0.0470407140598391,0.0704005666101723,0.11641321643936,0.228435134896763,0.4440760184944567,0.0274106281115358,0.0542364094023444,0.0806778833325019,0.1297677496033122,0.2473210120072582,0.4659020780048747,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
1964,0.0589511850762196,0.1162444522453343,0.1302672108126567,0.023544375184418,0.0470471880139373,0.0704847033942678,0.1162444522453343,0.2278587388735799,0.4432771546185549,0.0275043350582143,0.0544376076488168,0.0809651424926018,0.1302672108126567,0.2480513634866482,0.4665254790220426,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
2115,0.0543886631917126,0.1160894907187178,0.1370594011190176,0.023835045207906,0.047318951682236,0.0705369673167178,0.1160894907187178,0.22718060901529,0.4424037414344041,0.0287232685574313,0.0569382796702991,0.0846508292808047,0.1370594011190176,0.2565266116677427,0.4740314886126044,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
2278,0.0558676070847079,0.1159931135915966,0.1395879052561053,0.0239035422442599,0.0473793787348621,0.0706186303731675,0.1159931135915966,0.2268331790172198,0.441981131007479,0.0290359476293655,0.0577061319041263,0.0859773462074773,0.1395879052561053,0.2597642968186714,0.4768463437047576,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
2454,0.0567911799322526,0.1160503593011349,0.1515290720148222,0.0243846033420401,0.0477424136831732,0.070825835737662,0.1160503593011349,0.2273216140477957,0.4407770052535433,0.0323663977436542,0.0631590028500549,0.0936622319732241,0.1515290720148222,0.2759719227794138,0.4928061841459453,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
2644,0.0644272458937675,0.1165532247434092,0.1567643230273052,0.0244824325001539,0.047617892649724,0.0706608198965383,0.1165532247434092,0.2279397544674487,0.4416415252297201,0.0330831709235617,0.0654949480126198,0.0971347017177929,0.1567643230273052,0.2834279623257085,0.4994587657114063,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
2848,0.0655190454520661,0.1175343721321225,0.1554557792243434,0.0247818498602132,0.0481781956881265,0.0715284102070775,0.1175343721321225,0.2284317784979688,0.4421122516027021,0.0327132159660933,0.0643337097215001,0.0959234720383796,0.1554557792243434,0.2829974597308191,0.4997383643794408,transformer_div97_f0.5_wd1.0_softmax_ce_s0,div,8100
