stage,step,dim,birth,death,scale,run,t_g
grokking,13109,0,0.0,0.5299265384674072,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.534074068069458,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5360323786735535,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5376795530319214,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5442487001419067,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5461781620979309,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5465050935745239,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.546537458896637,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5483006834983826,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.54842209815979,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5498334765434265,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5505680441856384,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5508807301521301,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5512182116508484,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5540774464607239,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5542060136795044,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.554558277130127,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5571662187576294,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5583769083023071,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5605821013450623,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5626426935195923,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5629103779792786,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5631743669509888,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5640880465507507,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5656164288520813,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5686540603637695,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.577357828617096,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5793548822402954,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5836470723152161,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5863643288612366,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
grokking,13109,0,0.0,0.5884625315666199,0.7357578873634338,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
