step,h1_max_persistence,h1_max_persistence_normalised,pointcloud_scale,test_acc,panel,run,t_g
34790,0.0366703271865844,0.0689382766293655,0.5319298505783081,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
35294,0.044691264629364,0.0742685715259252,0.6017520427703857,0.9997762441635132,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
35798,0.0387061536312103,0.0758625995024047,0.5102139115333557,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
36303,0.056207537651062,0.0859635771997237,0.6538529396057129,0.9996643662452698,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
36807,0.0449303388595581,0.0804028429826465,0.5588153004646301,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
37311,0.0540864467620849,0.0829721858199508,0.651862382888794,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
37815,0.045765072107315,0.0808010645641979,0.5663919448852539,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
38319,0.0520549416542053,0.080015219930376,0.6505630016326904,0.999216854572296,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
38824,0.0455550253391265,0.0811348011174995,0.5614733099937439,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
39328,0.0769873261451721,0.1174129202181591,0.655697226524353,0.9989930391311646,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
39832,0.0692589581012725,0.1186242790239747,0.5838514566421509,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
40336,0.0383398830890655,0.0739421651502025,0.5185117721557617,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
40840,0.0510242581367492,0.0830191347106673,0.6146084070205688,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
41345,0.0404818058013916,0.0765343044906258,0.5289367437362671,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
41849,0.055415391921997,0.0905829546604893,0.6117640137672424,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
42353,0.0433795154094696,0.081501040225564,0.5322571992874146,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
42857,0.063946783542633,0.1064111685362655,0.6009405255317688,0.9997762441635132,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
43361,0.0537828803062438,0.1020444121358083,0.5270536541938782,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
43866,0.0667320787906646,0.1051401228461403,0.6346966028213501,0.9998881220817566,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
44370,0.0547501742839813,0.097137293179333,0.5636370182037354,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
44874,0.0551955699920654,0.0845042197904723,0.6531693935394287,0.9995524883270264,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
45378,0.0433659851551055,0.0773844775072932,0.5603964328765869,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
45882,0.0381005406379699,0.0775121267873388,0.4915429651737213,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
46387,0.045940488576889,0.0793243459231793,0.5791473984718323,0.9998881220817566,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
46891,0.0434826910495758,0.0742014166974687,0.5860089063644409,0.8984112739562988,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
47395,0.0524947643280029,0.0911527167870198,0.575899064540863,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
47899,0.0703858733177185,0.0984551463342627,0.714902937412262,0.9978742599487304,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
48403,0.0533614754676818,0.0862417271445797,0.6187431216239929,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
48908,0.0469754338264465,0.0665850473199019,0.7054952383041382,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
49412,0.0424083173274993,0.0686436640595664,0.6178038120269775,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
49916,0.0408911705017089,0.0763950243236038,0.5352596044540405,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
50420,0.0376662611961364,0.064441309292485,0.5845049023628235,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
50924,0.0345444679260253,0.0687389808114155,0.5025455355644226,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
51429,0.0440742969512939,0.0741057950109543,0.594748318195343,0.9997762441635132,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
51933,0.0403984785079956,0.0769984581540837,0.5246660709381104,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
52437,0.0420993268489837,0.0688484364411637,0.611478328704834,0.9997762441635132,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
52941,0.0439288616180419,0.0841557697716171,0.5219946503639221,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
53445,0.0377848148345947,0.0811170102162104,0.4658063054084778,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
53950,0.0422085523605346,0.0776025701902164,0.5439066290855408,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
54454,0.0413238704204559,0.0871866472163885,0.4739701747894287,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
54958,0.0528003275394439,0.0938407886993907,0.5626586079597473,0.9998881220817566,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
55462,0.0540895760059356,0.1104602045468502,0.4896747767925262,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
55966,0.0604637265205383,0.1032056102273984,0.5858569741249084,0.9995524883270264,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
56471,0.0422793924808502,0.0827246458346672,0.5110858082771301,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
56975,0.0382789671421051,0.0839328980648689,0.4560663104057312,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
57479,0.0513871610164642,0.0889895296599423,0.577451765537262,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
57983,0.0396626591682434,0.0790640714249899,0.5016521215438843,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
58487,0.0456920266151428,0.077272180200718,0.5913127660751343,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
58992,0.0397222936153411,0.0757684575684722,0.5242589712142944,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
59496,0.0535910725593566,0.0860925243596028,0.6224822998046875,0.9998881220817566,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
60000,0.0341320931911468,0.0629338823401926,0.5423484444618225,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s3,11500
0,0.7093362808227539,0.0470507272720486,15.075989723205566,0.0078317299485206,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
504,0.6546401977539062,0.0505177696055884,12.958612442016602,0.2982770204544067,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
1008,0.5759258270263672,0.0518110826103913,11.115880966186523,0.2985007762908935,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
1513,0.5001983642578125,0.0524279629796782,9.540678977966309,0.0778697729110717,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
2017,0.4520015716552734,0.0549707724425887,8.222579956054688,0.2967106699943542,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
2521,0.3810052871704101,0.0538030842910677,7.08147668838501,0.2957037389278412,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
3025,0.2847867012023926,0.0459113880330634,6.2029643058776855,0.296934425830841,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
3529,0.2791266441345215,0.0525407502695382,5.31257438659668,0.2968225479125976,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
4034,0.2463049888610839,0.0543597489137553,4.531017780303955,0.2971582114696502,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
4538,0.2052919864654541,0.0528447430939684,3.8848137855529785,0.2977176010608673,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
5042,0.1707439422607422,0.0512134914045029,3.3339641094207764,0.2991720736026764,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
5546,0.1425557136535644,0.0481579399888288,2.9601705074310303,0.2989483177661896,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
6050,0.1222994327545166,0.0482790640415416,2.533177375793457,0.2939136326313019,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
6555,0.1310329437255859,0.0586517749890506,2.23408317565918,0.2983888983726501,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
7059,0.1024525165557861,0.0525798017121224,1.948514699935913,0.3063324987888336,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
7563,0.0886678695678711,0.0530050356209089,1.67281973361969,0.3056612312793731,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
8067,0.0825774669647216,0.0543874287161635,1.518319010734558,0.3212127983570099,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
8571,0.0617278814315795,0.047863527694443,1.2896642684936523,0.3216603398323059,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
9076,0.068026602268219,0.0567173541148093,1.1993966102600098,0.3810696005821228,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
9580,0.0598865747451782,0.0592688820347915,1.010421872138977,0.4188856482505798,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
10084,0.0501616597175598,0.0527963847368885,0.9500964879989624,0.8667486906051636,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
10588,0.0528567433357238,0.0657729601692614,0.8036242127418518,0.9941821694374084,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
11092,0.0718366503715515,0.0892228334006763,0.8051375150680542,0.999216854572296,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
11597,0.0501421093940734,0.0756567948164737,0.6627575159072876,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
12101,0.0938001871109008,0.1397102468290768,0.6713908910751343,0.999104917049408,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
12605,0.0635112524032592,0.1100789841107172,0.5769607424736023,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
13109,0.0638375282287597,0.0994385473387262,0.6419796943664551,0.9856791496276855,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
13613,0.0629395544528961,0.1149094615727903,0.5477316975593567,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
14118,0.0691970586776733,0.107072854630514,0.64626145362854,0.9993287324905396,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
14622,0.0612864196300506,0.1056827085364789,0.57990962266922,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
15126,0.0855833888053894,0.1310211300796145,0.6532029509544373,0.9996643662452698,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
15630,0.0617683231830596,0.1097772115839001,0.5626698136329651,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
16134,0.0831550955772399,0.1292185217002693,0.6435230374336243,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
16639,0.0593929588794708,0.1074148190955797,0.5529307723045349,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
17143,0.0701719522476196,0.1141277004134534,0.6148546934127808,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
17647,0.0497898757457733,0.0927878996302637,0.536598801612854,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
18151,0.0843418836593627,0.1402532170515128,0.6013543605804443,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
18655,0.057208240032196,0.1099148321665748,0.5204778909683228,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
19160,0.0758623480796814,0.1226098473868608,0.6187296509742737,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
19664,0.0614860355854034,0.1157316289069323,0.5312811732292175,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
20168,0.0877309143543243,0.1607408329606617,0.5457910895347595,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
20672,0.055323839187622,0.1162409385186525,0.4759410917758941,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
21176,0.0738435089588165,0.1336973992598173,0.5523182153701782,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
21681,0.0601282119750976,0.1272596820538989,0.4724843800067901,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
22185,0.0806753635406494,0.1485803497693587,0.5429746508598328,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
22689,0.0896691083908081,0.1467643080513168,0.6109735369682312,0.9998881220817566,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
23193,0.0842388868331909,0.1576568828180375,0.5343178510665894,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
23697,0.0646644830703735,0.1155008240249038,0.5598616600036621,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
24202,0.0548964440822601,0.1124057368318373,0.4883776009082794,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
24706,0.0766955614089965,0.1444379126705699,0.5309932827949524,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
25210,0.0612241327762603,0.1354503285740621,0.4520043134689331,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
25714,0.0694139599800109,0.1246392431142338,0.5569189786911011,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
26218,0.058091789484024,0.1211108735580378,0.479657918214798,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
26723,0.0610533952713012,0.1141987211111427,0.5346241593360901,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
27227,0.0649001896381378,0.1399366969117896,0.4637824892997741,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
27731,0.0743821263313293,0.1456209056974453,0.5107929110527039,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
28235,0.0615947544574737,0.1420568295501838,0.4335923492908478,0.0492280162870883,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
28739,0.0632219910621643,0.11939132417799,0.5295358896255493,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
29244,0.0750746130943298,0.1206284224572478,0.6223625540733337,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
29748,0.0749933421611785,0.1454956554118281,0.5154335498809814,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
30252,0.0757802128791809,0.135588967112092,0.5588966012001038,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
30756,0.0609301328659057,0.1299700954021577,0.4688011705875397,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
31261,0.0810338854789733,0.1476831090206619,0.5487011075019836,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
31765,0.0724741220474243,0.1285959711078565,0.5635800361633301,0.9528977274894714,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
32269,0.065773606300354,0.1229764157887516,0.5348473191261292,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
32773,0.0747913718223571,0.1303242696315062,0.5738867521286011,0.999216854572296,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
33277,0.0671305060386657,0.1286202543528246,0.5219279527664185,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
33782,0.0749558210372924,0.1216362623567131,0.616229236125946,0.9995524883270264,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
34286,0.0642317533493042,0.1195875808159161,0.5371105670928955,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
34790,0.0688929557800293,0.1255244066426398,0.548841118812561,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
35294,0.0557251572608947,0.1181778117133452,0.4715365469455719,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
35798,0.0819118618965148,0.1448746532582836,0.5653981566429138,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
36303,0.0515579879283905,0.106743272593908,0.4830092489719391,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
36807,0.0805924832820892,0.147746488184313,0.5454781651496887,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
37311,0.066902220249176,0.1423255661202581,0.4700646698474884,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
37815,0.0666561722755432,0.1247017258003851,0.5345248579978943,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
38319,0.0529320836067199,0.1162192851121445,0.4554500877857208,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
38824,0.074416309595108,0.1381782320934464,0.5385530591011047,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
39328,0.0802628397941589,0.1282086998049906,0.6260327100753784,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
39832,0.0633227825164794,0.1121938794045163,0.5644049644470215,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
40336,0.0988479256629943,0.1716510794118338,0.5758654475212097,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
40840,0.0626747012138366,0.1233782294901925,0.5079883337020874,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
41345,0.094699740409851,0.1683220438695176,0.5626104474067688,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
41849,0.0579133331775665,0.1187568732504627,0.4876630008220672,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
42353,0.0710344612598419,0.1313394054749783,0.5408465266227722,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
42857,0.0562414824962616,0.1186903321409274,0.4738505780696869,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
43361,0.0662600994110107,0.1310009447444128,0.5057986378669739,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
43866,0.0823689103126525,0.138236791954839,0.5958537459373474,0.9998881220817566,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
44370,0.0582427084445953,0.1114346501086063,0.5226624608039856,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
44874,0.0695021450519561,0.1291897530326649,0.5379849672317505,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
45378,0.0491001307964324,0.1069908736819232,0.4589188694953918,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
45882,0.0697203278541565,0.124452937692936,0.5602144002914429,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
46387,0.0565527081489563,0.1156135721112082,0.4891528487205505,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
46891,0.076019287109375,0.1366572886076673,0.5562768578529358,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
47395,0.0584780871868133,0.1204127443165824,0.4856469929218292,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
47899,0.0645705461502075,0.1188634896851348,0.543232798576355,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
48403,0.0491746068000793,0.1083283918857666,0.4539401531219482,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
48908,0.0905105173587799,0.1691839950015158,0.5349827408790588,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
49412,0.0637190639972686,0.1380964932887087,0.461409717798233,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
49916,0.0636442005634307,0.1159454510272588,0.5489150285720825,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
50420,0.0760982632637023,0.1315852560513776,0.5783190727233887,0.9959722757339478,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
50924,0.079872727394104,0.1479841763492034,0.5397382974624634,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
51429,0.0725029110908508,0.1217432791819279,0.5955393314361572,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
51933,0.0629903972148895,0.1224057633372092,0.5146031975746155,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
52437,0.0683568716049194,0.1194116660957281,0.5724471807479858,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
52941,0.0679751932621002,0.1353428720825438,0.5022443532943726,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
53445,0.0721304714679718,0.131610752736352,0.5480591058731079,0.9914969801902772,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
53950,0.061376005411148,0.1216284788610383,0.5046187043190002,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
54454,0.0764966607093811,0.1368528392730021,0.5589702129364014,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
54958,0.0554924011230468,0.1156040611072104,0.480021208524704,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
55462,0.070872962474823,0.1317110200287425,0.5380944013595581,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
55966,0.0710177421569824,0.1484598912330813,0.4783631563186645,0.6340344548225403,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
56471,0.0758973658084869,0.1406049757304334,0.539791464805603,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
56975,0.059542030096054,0.1293283325576261,0.4603943228721618,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
57479,0.0581975877285003,0.113631970318629,0.5121585726737976,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
57983,0.0519937276840209,0.1162127984754888,0.4474010467529297,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
58487,0.0658247768878936,0.1321795651846329,0.4979951083660126,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
58992,0.0605240166187286,0.1429583987581475,0.4233680367469787,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
59496,0.0884303748607635,0.1710822279295161,0.5168881416320801,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
60000,0.0678053498268127,0.1135793286091191,0.596986711025238,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s4,10500
0,0.8148765563964844,0.0533167137970209,15.283698081970217,0.0086547220125794,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
1,0.8158111572265625,0.0534297330368373,15.268860816955566,0.010173094458878,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
2,0.8159027099609375,0.0534888385276489,15.253700256347656,0.0100212572142481,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
3,0.8157548904418945,0.0535330735851408,15.23833465576172,0.0092620709910988,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
4,0.8154611587524414,0.0535676283688734,15.223021507263184,0.0086547220125794,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
5,0.8152141571044922,0.05360481121012,15.20785427093506,0.0077436985448002,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
6,0.8151426315307617,0.0536530491519099,15.192848205566406,0.0062253265641629,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
7,0.8152446746826172,0.0537125346484698,15.177922248840332,0.0066808382980525,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
8,0.8165311813354492,0.0538501645955427,15.163021087646484,0.00804737303406,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
9,0.8178415298461914,0.0539897717917924,15.148082733154297,0.0071363500319421,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
10,0.8188705444335938,0.0541114800546756,15.133028030395508,0.0071363500319421,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
11,0.819331169128418,0.0541963739259683,15.117822647094728,0.0062253265641629,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
12,0.8194780349731445,0.0542609377196318,15.102540969848633,0.0059216520749032,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
13,0.8208503723144531,0.0544069335521939,15.087238311767578,0.0062253265641629,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
14,0.8223752975463867,0.0545633049383504,15.071948051452637,0.0063771638087928,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
15,0.8239965438842773,0.0547263530334725,15.056668281555176,0.0074400245212018,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
16,0.8256406784057617,0.0548912227505267,15.041397094726562,0.0056179775856435,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
18,0.828700065612793,0.055206071940477,15.011031150817873,0.0057698148302733,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
19,0.8299827575683594,0.0553470686658513,14.995965957641602,0.0069845127873122,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
20,0.8307733535766602,0.0554551583166281,14.980993270874023,0.0065290010534226,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
22,0.8290090560913086,0.05544707476606,14.9513578414917,0.0063771638087928,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
23,0.8279075622558594,0.0554278775298046,14.936663627624512,0.0068326755426824,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
25,0.8247976303100586,0.0553279889331611,14.907421112060549,0.0077436985448002,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
27,0.8214664459228516,0.0552107983109547,14.878727912902832,0.0072881872765719,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
29,0.819706916809082,0.0551975365725221,14.850425720214844,0.0085028847679495,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
31,0.8200359344482422,0.0553252383704048,14.822094917297363,0.0088065592572093,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
33,0.8174800872802734,0.0552591042080118,14.79358196258545,0.010173094458878,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
36,0.8155937194824219,0.0552919226435995,14.75068473815918,0.0132098393514752,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
39,0.8160858154296875,0.0554881222537698,14.707396507263184,0.01609474606812,canonical,transformer_add97_f0.3_wd1.0_softmax_ce_s0,27600
