step,h1_max_persistence,h1_max_persistence_normalised,pointcloud_scale,test_acc,panel,run,t_g
29244,0.0721588730812072,0.1365871451653538,0.5282991528511047,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
29748,0.0699896812438964,0.1188897406174382,0.5886940360069275,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
30252,0.0543366074562072,0.1079056584075476,0.5035566091537476,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
30756,0.0753278732299804,0.1209745992894444,0.6226751208305359,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
31261,0.0681245326995849,0.1329898299909788,0.5122537016868591,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
31765,0.088593304157257,0.1443535750587622,0.6137243509292603,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
32269,0.0675832033157348,0.1312037098965675,0.5151013135910034,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
32773,0.0667958855628967,0.1151661753871478,0.5799956917762756,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
33277,0.0585856437683105,0.1197648480574206,0.4891722798347473,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
33782,0.0756450593471527,0.1277143925575232,0.5922986268997192,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
34286,0.0580630004405975,0.114244588268877,0.5082341432571411,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
34790,0.0755031108856201,0.1307146620646471,0.5776177644729614,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
35294,0.0800486207008361,0.124237411437598,0.6443197727203369,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
35798,0.0709909200668335,0.1265267952249926,0.5610741972923279,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
36303,0.0943821668624877,0.1447772591440434,0.6519129276275635,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
36807,0.0617955327033996,0.1086599424250303,0.5687057375907898,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
37311,0.086963951587677,0.1325665741313582,0.6560021042823792,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
37815,0.0570183992385864,0.0999792539468451,0.5703023076057434,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
38319,0.0740606784820556,0.1177243154187594,0.6291026473045349,0.9997762441635132,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
38824,0.0641757845878601,0.114633680736515,0.5598335862159729,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
39328,0.0886535048484802,0.1334517869475099,0.6643111109733582,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
39832,0.0610108971595764,0.1056797470854501,0.5773187279701233,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
40336,0.0827008485794067,0.1326236823921412,0.6235752701759338,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
40840,0.0627088844776153,0.1136316923486683,0.5518608689308167,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
41345,0.0908229351043701,0.1453336886503491,0.6249269247055054,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
41849,0.0629011392593383,0.116082614095647,0.5418652892112732,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
42353,0.0782098174095153,0.121877383351116,0.64170902967453,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
42857,0.0590077638626098,0.1025365307092448,0.5754804015159607,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
43361,0.0879028439521789,0.1383168406813475,0.6355180144309998,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
43866,0.0652560889720916,0.1215249792567967,0.5369767546653748,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
44370,0.0762399435043335,0.1169123656771982,0.6521118879318237,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
44874,0.0750368535518646,0.1359826875869665,0.5518118143081665,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
45378,0.0526463389396667,0.1047488922168897,0.5025956630706787,0.8847616910934448,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
45882,0.0502615571022033,0.0892293464107962,0.5632850527763367,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
46387,0.0770524442195892,0.1319503638796091,0.5839502215385437,0.998321771621704,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
46891,0.0596986413002014,0.1120217185752067,0.532920241355896,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
47395,0.0676437020301818,0.1119353609939631,0.6043103933334351,0.988028645515442,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
47899,0.0558276772499084,0.0973360318206735,0.573556125164032,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
48403,0.0505601167678833,0.1026409978462231,0.4925918281078338,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
48908,0.0666010677814483,0.1194184984983187,0.5577114820480347,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
49412,0.0568954944610595,0.1194822803357702,0.476183533668518,0.5664578080177307,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
49916,0.0760733485221862,0.1420953960409873,0.5353681445121765,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
50420,0.0789608359336853,0.126690074608631,0.6232598423957825,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
50924,0.0466488897800445,0.0844676710119076,0.5522691607475281,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
51429,0.0537212491035461,0.1170935500024716,0.4587891399860382,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
51933,0.0591837465763092,0.1100501518409327,0.5377888679504395,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
52437,0.048343539237976,0.1058798311499515,0.4565887451171875,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
52941,0.0606019496917724,0.1079065857879177,0.5616149306297302,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
53445,0.05338716506958,0.1101084392727902,0.4848598837852478,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
53950,0.0718021094799041,0.1278624145334231,0.5615575909614563,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
54454,0.0562899410724639,0.1196818305206577,0.4703298807144165,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
54958,0.0817767977714538,0.139142351682178,0.5877203941345215,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
55462,0.0565025210380554,0.1130686217175294,0.4997188448905945,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
55966,0.0889754891395568,0.151204823365402,0.5884434580802917,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
56471,0.0588946640491485,0.1153096223679697,0.5107523798942566,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
56975,0.0687906742095947,0.1117953014852072,0.6153270602226257,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
57479,0.051634669303894,0.0994173610099764,0.5193727612495422,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
57983,0.0696239471435546,0.1141202981147762,0.6100925803184509,0.9998881220817566,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
58487,0.0581676959991455,0.1118864410384348,0.519881546497345,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
58992,0.0950958132743835,0.1570015654466522,0.6056997776031494,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
59496,0.0646772384643554,0.1213521245210685,0.5329716205596924,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
60000,0.0874437093734741,0.1418730395367108,0.616351842880249,0.9982098937034608,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s0,13000
0,1.1316184997558594,0.0739471922217685,15.303062438964844,0.0090624298900365,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
504,0.797027587890625,0.0604220617044717,13.19100284576416,0.2982770204544067,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
1008,0.6681394577026367,0.0590352462990636,11.317636489868164,0.2989483177661896,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
1513,0.5031232833862305,0.0516224945042063,9.74620246887207,0.2979413866996765,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
2017,0.4204840660095215,0.0502825983078314,8.362417221069336,0.2986126542091369,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
2521,0.3740501403808594,0.0519846052830736,7.195402145385742,0.1758782714605331,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
3025,0.2906279563903808,0.047169928869483,6.16129732131958,0.2976057231426239,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
3529,0.2414784431457519,0.0454207973629555,5.316473007202148,0.2979413866996765,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
4034,0.2176721096038818,0.047767540091211,4.556904315948486,0.296934425830841,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
4538,0.2137537002563476,0.0542646788235635,3.9390945434570312,0.2979413866996765,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
5042,0.176222562789917,0.0525029487718156,3.356431722640991,0.2982770204544067,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
5546,0.1273427009582519,0.0430546406381947,2.957699775695801,0.2979413866996765,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
6050,0.1047322750091552,0.041584276700029,2.5185546875,0.2993958294391632,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
6555,0.0801829099655151,0.0360486712236717,2.224295854568481,0.2997314929962158,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
7059,0.0496889352798461,0.0258352763048342,1.923298001289368,0.1107630357146263,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
7563,0.0575339794158935,0.0333474402801121,1.725289225578308,0.3006265461444855,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
8067,0.0530352592468261,0.0326900668758653,1.622366189956665,0.3014097213745117,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
8571,0.0428787469863891,0.0319050553776808,1.3439483642578125,0.3016334772109985,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
9076,0.0412862300872802,0.0327368650198637,1.261154055595398,0.3052136898040771,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
9580,0.0487005710601806,0.0406604362400109,1.197738528251648,0.3098008632659912,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
10084,0.0441281795501709,0.0434495496751736,1.0156188011169434,0.3115909695625305,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
10588,0.0611932873725891,0.06259202216665,0.9776531457901,0.3573506474494934,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
11092,0.0445142388343811,0.054078276481357,0.8231445550918579,0.3707764744758606,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
11597,0.0683566331863403,0.0840328844018619,0.8134509921073914,0.9021033644676208,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
12101,0.048541784286499,0.0711835956667997,0.6819237470626831,0.9840009212493896,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
12605,0.0643748044967651,0.0904692610743026,0.7115654945373535,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
13109,0.0561575591564178,0.0942648533546668,0.5957422852516174,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
13613,0.0857681035995483,0.1415680599553204,0.6058436036109924,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
14118,0.0571372210979461,0.1121815546392158,0.5093281269073486,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
14622,0.0836858749389648,0.1451407352886448,0.5765843391418457,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
15126,0.0657647550106048,0.1328270289974411,0.4951157569885254,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
15630,0.0907184481620788,0.1611465608141252,0.5629561543464661,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
16134,0.1096259355545044,0.1731247535570849,0.633219301700592,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
16639,0.0958731174468994,0.1772626951272827,0.5408533215522766,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
17143,0.0985002517700195,0.1675359464342396,0.5879350304603577,0.9998881220817566,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
17647,0.0756846070289611,0.1503004880533923,0.5035552978515625,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
18151,0.0838731527328491,0.1378147714970331,0.6085933446884155,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
18655,0.0766679644584655,0.1443085748199473,0.5312779545783997,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
19160,0.1025850176811218,0.1604755531545065,0.6392563581466675,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
19664,0.0787147879600524,0.1530357540581362,0.5143555402755737,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
20168,0.0925203561782836,0.1560452277967141,0.5929073095321655,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
20672,0.0925399661064148,0.1616889324901897,0.5723333358764648,0.8815171122550964,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
21176,0.0901113152503967,0.1555402968607201,0.579343855381012,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
21681,0.0990723967552185,0.1551116290958221,0.6387167572975159,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
22185,0.0783834457397461,0.142121631050233,0.5515236854553223,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
22689,0.1063975691795349,0.1769409351689555,0.6013168692588806,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
23193,0.0908038914203643,0.1736199798827198,0.5230036973953247,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
23697,0.1103622019290924,0.2020719912036822,0.5461528897285461,0.9998881220817566,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
24202,0.09103524684906,0.196821130708799,0.4625278115272522,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
24706,0.1172539293766021,0.2309859364960678,0.5076236724853516,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
25210,0.0886902213096618,0.2045055191991715,0.433681309223175,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
25714,0.1044601202011108,0.1971439521504501,0.5298672318458557,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
26218,0.1488872766494751,0.2514936346662384,0.5920121073722839,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
26723,0.1164569854736328,0.2210442691769782,0.5268491506576538,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
27227,0.1439536809921264,0.2372758599516143,0.6066933274269104,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
27731,0.1294130086898803,0.2483110663964113,0.5211729407310486,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
28235,0.1295390725135803,0.2168534873838018,0.5973575711250305,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
28739,0.0966351330280304,0.1860094815853001,0.5195172429084778,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
29244,0.1285877823829651,0.2108717963755791,0.6097912788391113,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
29748,0.1135984063148498,0.2085612695955879,0.5446764230728149,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
30252,0.132444679737091,0.2155352596410444,0.6144919395446777,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
30756,0.164260447025299,0.2545795690656364,0.6452224254608154,0.9958603978157043,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
31261,0.117145299911499,0.1963328371498107,0.5966668725013733,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
31765,0.0926863253116607,0.1797512665088881,0.5156365633010864,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
32269,0.1224735081195831,0.2226552849143995,0.5500588417053223,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
32773,0.1342333555221557,0.2284672269640716,0.5875387787818909,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
33277,0.1066295504570007,0.2062210753116549,0.5170642733573914,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
33782,0.1213120818138122,0.2050836233500085,0.5915249586105347,0.9998881220817566,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
34286,0.1064270734786987,0.2037659643109713,0.5223005414009094,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
34790,0.1400617957115173,0.2211876346743887,0.6332261562347412,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
35294,0.1166431307792663,0.2064270486883563,0.5650573968887329,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
35798,0.1192677021026611,0.1989134307372733,0.5995960235595703,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
36303,0.0972287356853485,0.1888254208072335,0.5149133801460266,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
36807,0.1236248910427093,0.2297076901761514,0.5381835103034973,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
37311,0.1008251905441284,0.215701362627279,0.4674295485019684,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
37815,0.1043372750282287,0.1837508631253735,0.5678192377090454,0.9995524883270264,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
38319,0.081443041563034,0.1624339422522081,0.5013917684555054,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
38824,0.112628698348999,0.1661673983552593,0.6778026223182678,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
39328,0.0926642715930938,0.1682252208549916,0.550834596157074,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
39832,0.123667299747467,0.199627299539041,0.619490921497345,1.0,reference,transformer_add113_f0.3_wd0.1_softmax_ce_s1,12000
