step,train_acc,test_acc,run,model,loss,optimizer,lr,weight_decay,t_g,diverged
5400,1.0,0.9996457099914551,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
5500,1.0,0.9996457099914551,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
5600,1.0,0.9996457099914551,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
5700,1.0,0.9996457099914551,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
5800,1.0,0.9996457099914551,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
5900,1.0,0.9996457099914551,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
6000,1.0,0.9996457099914551,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
6100,1.0,0.9996457099914551,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
6200,1.0,0.9998228549957275,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
6300,1.0,0.9998228549957275,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
6400,1.0,0.9998228549957275,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
6500,1.0,0.9998228549957275,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
6600,1.0,0.9998228549957275,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
6700,1.0,0.9998228549957275,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
6800,1.0,0.9998228549957275,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
6900,1.0,0.9998228549957275,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
7000,1.0,0.9998228549957275,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
7100,1.0,0.9998228549957275,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
7200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
7300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
7400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
7500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
7600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
7700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
7800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
7900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
8000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
8100,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
8200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
8300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
8400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
8500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
8600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
8700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
8800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
8900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
9000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
9100,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
9200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
9300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
9400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
9500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
9600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
9700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
9800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
9900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
10000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
10100,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
10200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
10300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
10400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
10500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
10600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
10700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
10800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
10900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
11000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
11100,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
11200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
11300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
11400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
11500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
11600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
11700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
11800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
11900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
12000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
12100,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
12200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
12300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
12400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
12500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
12600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
12700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
12800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
12900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
13000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
13100,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
13200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
13300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
13400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
13500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
13600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
13700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
13800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
13900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
14000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
14100,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
14200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
14300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
14400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
14500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
14600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
14700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
14800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
14900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
15000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
15100,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
15200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
15300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
15400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
15500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
15600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
15700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
15800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
15900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
16000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
16100,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
16200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
16300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
16400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
16500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
16600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
16700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
16800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
16900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
17000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
17100,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
17200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
17300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
17400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
17500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
17600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
17700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
17800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
17900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
18000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
18100,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
18200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
18300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
18400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
18500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
18600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
18700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
18800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
18900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
19000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
19100,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
19200,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
19300,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
19400,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
19500,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
19600,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
19700,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
19800,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
19900,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
20000,1.0,1.0,mlp_add97_f0.4_wd0.0_softmax_ce_s2,mlp,softmax_ce,orthograd_adamw,0.01,0.0,1100.0,False
0,0.011158342473208904,0.01027457881718874,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
100,0.9997343420982361,0.0,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
200,1.0,0.0,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
300,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
400,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
500,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
600,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
700,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
800,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
900,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
1000,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
1100,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
1200,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
1300,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
1400,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
1500,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
1600,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
1700,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
1800,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
1900,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
2000,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
2100,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
2200,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
2300,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
2400,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
2500,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
2600,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
2700,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
2800,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
2900,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
3000,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
3100,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
3200,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
3300,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
3400,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
3500,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
3600,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
3700,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
3800,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
3900,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
4000,1.0,0.0001771479146555066,mlp_add97_f0.4_wd0.0_stablemax_ce_s0,mlp,stablemax_ce,adamw,0.01,0.0,,False
